nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FN9,76.91072204943562
FN1,-90.71562980133764
FB1,True
FN6,15.542872502704164
FB6,False
FN23,18.268116608988286
FN17,37026.41842737195
FN4,8.23316010381232
FN8,25.034974332608783
FN16,272.44065583556966
FN3,0.125678622581542
FN2,2.6232562787115565
FB2,True
FN12,34.79497676122409
FN15,0.355937951956029
FN21,6.367075027736785
FB3,True
FB7,True
FN19,89.00241518420975
FN20,13219.960648682722
FN14,0.0490129564934783
FN18,-5.018452385068684
FB5,True
FN5,40.40738376082277
FN10,33.74109695396339
FN7,53.59962884556391
FN11,17.014444372103156
FB4,False
FB1,False
FN1,-99.38779971603938
FN9,85.53490560308768
FB6,False
FN6,93.9416609093254
FN23,16.578437181103578
FN17,21881.35017232516
FN3,2.012305219895083
FN8,31.76855195895541
FN4,30.04321037887546
FN16,317.5772572862566
FN2,19.896013494040208
FB2,True
FN12,57.51220357867015
FN22,309.40868208598914
FN15,0.9497973729034824
FB3,True
FN21,132.3899921044605
FN13,8271.023895247437
FB7,False
FN19,97.55645531091466
FN20,39871.23815665322
FN14,0.2421529854681186
FN18,9.730103164386476
FB5,False
FN5,93.14114105254878
FN10,94.6008693512161
FB4,False
FN7,29.472721261369184
FN11,26.311524019559407
FN1,-91.97523798633176
FN9,70.80080038071513
FB6,False
FN6,59.67321447121285
FN23,34.05357263165274
FN17,1670.0456785277206
FN4,0.3095266183054779
FN8,11.390957557842484
FN16,361.3847423294846
FN3,14.02194598840422
FN2,18.3108298698
FB2,False
FN12,40.05890981274216
FN22,357.2312542925814
FN15,0.8446944989654892
FN21,173.14370490813374
FB3,True
FN13,6604.408410742863
FN19,58.1914587244128
FB7,True
FN20,35706.65188893483
FN14,0.0307603180380224
FN18,91.95429986634278
FB5,False
FN5,38.5005362723398
FB4,False
FN11,55.64410322264431
FN1,-96.22323408439232
FB6,False
FN3,1.0492953144668005
FN16,127.42207389531902
FN4,11.74823248403184
FN12,26.103697891627185
FN2,3.4962695520355846
