nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FN9,76.91072204943562
FN1,-90.71562980133764
FB1,True
FN6,15.542872502704164
FB6,False
FN23,18.268116608988286
FN17,37026.41842737195
FN4,8.23316010381232
FN8,25.034974332608783
FN16,272.44065583556966
FN3,0.125678622581542
FN2,2.6232562787115565
FB2,True
FN12,34.79497676122409
FN15,0.355937951956029
FN21,6.367075027736785
FB3,True
FB7,True
FN19,89.00241518420975
FN20,13219.960648682722
FN14,0.0490129564934783
FN18,-5.018452385068684
FB5,True
FN5,40.40738376082277
FN10,33.74109695396339
FN7,53.59962884556391
FN11,17.014444372103156
FB4,False
FB1,False
FN1,-99.38779971603938
FN9,85.53490560308768
FB6,False
FN6,93.9416609093254
FN23,16.578437181103578
FN17,21881.35017232516
FN3,2.012305219895083
FN8,31.76855195895541
FN4,30.04321037887546
FN16,317.5772572862566
FN2,19.896013494040208
FB2,True
FN12,57.51220357867015
FN22,309.40868208598914
FN15,0.9497973729034824
FB3,True
FN21,132.3899921044605
FN13,8271.023895247437
FB7,False
FN19,97.55645531091466
FN20,39871.23815665322
FN14,0.2421529854681186
FN18,9.730103164386476
FB5,False
FN5,93.14114105254878
FN10,94.6008693512161
FN7,71.18230476850084
FB4,False
FN11,26.311524019559407
FN9,34.59275215064728
FN1,-88.22937545903721
FB1,True
FB6,False
FN6,13.668135971875929
FN23,20.695544254201327
FN4,0.3095266183054779
FN16,265.74068383926664
FN3,19.67708393793228
FN2,13.848010274190656
FN12,90.54744616911124
FB2,False
FN22,598.1167527271527
FN21,135.6284309436798
FB3,False
FN13,7724.132213393484
FB7,True
FN20,10768.739895079116
FN14,0.0988889789153162
FN18,63.87971391020599
FB5,True
FN5,77.50616351102096
FN10,6.692653756539279
FB4,True
FN7,43.669272924979374
FN11,8.509150641989649
FN1,-87.12620891590028
FB1,True
FB6,False
FN6,11.446244860189235
FN23,10.426974147101635
FN4,11.74823248403184
FN2,10.03697273394295
FB2,True
