nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FB4,False
FB1,False
FN1,-93.82072769633604
FN9,5.271995741472835
FB6,False
FN6,71.73547497725158
FN23,15.32599437485448
FN17,14567.093429663231
FN3,3.4046336277906253
FN8,10.253606153997508
FN4,79.49658852071899
FN16,32.882892849145804
FN2,0.272952183532551
FB2,True
FN12,71.05489949933836
FN22,473.71165227833694
FN15,-0.5285413174026989
FB3,True
FN21,204.4911203142848
FN13,3057.686381166867
FB7,True
FN19,46.79047317133311
FN20,45551.69259199089
FN14,0.1388091007372788
FN18,96.47283352403434
FB5,False
FN5,29.99660961738586
FN10,33.785323806307176
FN7,71.6768259617309
FB4,False
FN11,82.1743282466604
FN9,31.02545498435972
FN1,-95.03506135763185
FB1,True
FB6,False
FN6,15.704653231389898
FN23,18.630617436094347
FN4,30.04321037887546
FN16,317.5772572862566
FN3,12.369930989721867
FN2,4.481638366365819
FN12,57.51220357867015
FB2,True
FN22,412.10907772144697
FN21,18.79232906537198
FB3,True
FN13,8271.023895247437
FB7,False
FN20,1475.4400950623358
FN14,0.4315466747809395
FN18,49.9144037718298
FB5,False
FN5,71.50751956373102
FN10,26.632808575033952
FB4,True
FN7,71.18230476850084
FN11,60.50541246359954
FN1,-84.20640980557764
FN9,34.59275215064728
FB1,True
FN6,85.14044894745736
FB6,False
FN23,34.05357263165274
FN17,1670.0456785277206
FN4,0.3095266183054779
FN3,13.695761425904706
FN16,361.3847423294846
FN8,84.12237062633751
FN12,90.54744616911124
FB2,False
FN2,7.714976015935104
FN22,357.2312542925814
FB3,False
FN13,7724.132213393484
FN19,28.265310263087173
FB7,True
FN20,21363.659661681668
FN14,0.2162886714507563
FN18,-71.05228708598918
FB5,False
FN5,40.188266187378005
FN10,47.768921047314905
FB4,False
FN11,8.509150641989649
FN7,17.477974679325314
FB1,True
FN9,21.62387862640075
FN1,-94.82153450724316
FB6,False
FN6,66.98787695489102
FN23,13.57908406095931
FN17,24842.51332547724
