nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FN9,76.91072204943562
FN1,-90.71562980133764
FB1,True
FN6,15.542872502704164
FB6,False
FN23,18.268116608988286
FN17,37026.41842737195
FN4,8.23316010381232
FN8,25.034974332608783
FN16,272.44065583556966
FN3,0.125678622581542
FN2,2.6232562787115565
FB2,True
FN12,34.79497676122409
FN15,0.355937951956029
FN21,6.367075027736785
FB3,True
FB7,True
FN19,89.00241518420975
FN20,13219.960648682722
FN14,0.0490129564934783
FN18,-5.018452385068684
FB5,True
FN5,40.40738376082277
FN10,33.74109695396339
FN7,53.59962884556391
FN11,17.014444372103156
FB4,False
FB1,False
FN1,-99.38779971603938
FN9,85.53490560308768
FB6,False
FN6,93.9416609093254
FN23,16.578437181103578
FN17,21881.35017232516
FN3,2.012305219895083
FN8,31.76855195895541
FN4,30.04321037887546
FN16,317.5772572862566
FN2,19.896013494040208
FB2,True
FN12,57.51220357867015
FN22,309.40868208598914
FN15,0.9497973729034824
FB3,True
FN21,132.3899921044605
FN13,8271.023895247437
FB7,False
FN19,97.55645531091466
FN20,39871.23815665322
FN14,0.2421529854681186
FN18,9.730103164386476
FB5,False
FN5,93.14114105254878
FB1,False
FB6,True
FN8,87.21251692724906
FN3,8.88549770804493
FN16,807.8375107547301
FN19,59.38389585002111
FN14,0.0978902051933687
FN18,64.87562071236405
FB5,False
FN5,88.9615086073363
FN10,53.1043204025595
FB4,False
FN7,23.14049856062132
FN11,47.09010741539576
FN1,-97.63181597938912
FN9,69.13649462117729
FB6,False
FN6,80.75778622890687
FN23,17.74899220566303
FN17,30637.0139853424
FN4,35.524656146850454
FN8,81.85029508086089
FN16,546.1440130843235
FN3,8.702311834701561
FN2,16.38142362883821
FB2,True
FN12,41.22460790444126
FN22,86.93467880193123
FN15,0.2979279466606017
FN21,230.57148894196263
FB3,True
FN13,9773.96705753926
FN19,56.837235004137575
FB7,False
FN20,36333.053278372565
FN14,0.2785536204950065
FN18,-35.50750184951768
FB5,False
