nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FB4,False
FB1,False
FN1,-93.82072769633604
FN9,5.271995741472835
FB6,False
FN6,71.73547497725158
FN23,15.32599437485448
FN17,14567.093429663231
FN3,3.4046336277906253
FN8,10.253606153997508
FN4,79.49658852071899
FN16,32.882892849145804
FN2,0.272952183532551
FB2,True
FN12,71.05489949933836
FN22,473.71165227833694
FN15,-0.5285413174026989
FB3,True
FN21,204.4911203142848
FN13,3057.686381166867
FB7,True
FN19,46.79047317133311
FN20,45551.69259199089
FN14,0.1388091007372788
FN18,96.47283352403434
FB5,False
FN5,29.99660961738586
FN10,33.785323806307176
FB4,True
FN7,24.60996336292769
FN11,82.1743282466604
FN1,-100.76614311249996
FN9,32.263714753998165
FB6,False
FN6,84.34615428016005
FN23,27.387615045327628
FN17,21806.04831860147
FN4,30.04321037887546
FN8,68.76737539122519
FN16,8.075105103614089
FN3,17.151018780477735
FN2,2.041848214391919
FB2,True
FN12,5.061229399618384
FN22,290.778425022632
FN15,0.2391808208005885
FN21,87.29797216784071
FB3,True
FN13,2421.0922260046927
FN19,88.15849448659527
FB7,False
FN20,28659.15988690147
FN14,0.440677851487962
FN18,-41.33899748350813
FB5,False
FN10,65.83978992865292
FN11,60.50541246359954
FN4,58.706640185669066
FN16,807.8375107547301
FB3,True
FN21,231.75040073094584
FN13,6867.01461874243
FN19,63.95058779868581
FB7,True
FN14,0.1479587700504724
FN18,-19.59824603182514
FB5,False
FN5,28.679129039511587
FN10,24.53248994365176
FB4,False
FN7,84.84654085612446
FN11,92.47250537084668
FN1,-89.68412888935815
FN9,93.27756624037244
FB1,False
FN6,95.7407707455294
FB6,False
FN23,21.35761274901116
FN17,967.6757920432656
FN4,10.526740391098544
FN3,18.262984451839163
FN16,869.1894193859097
FN8,86.76881759592693
FN12,70.19169970374548
FB2,True
FN2,9.926746480353932
FN22,31.215986446504168
FB3,True
FN13,8422.636121332485
FN19,39.11563206022959
FB7,True
FN20,23544.089733959383
