nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FN9,76.91072204943562
FN1,-90.71562980133764
FB1,True
FN6,15.542872502704164
FB6,False
FN23,18.268116608988286
FN17,37026.41842737195
FN4,8.23316010381232
FN8,25.034974332608783
FN16,272.44065583556966
FN3,0.125678622581542
FN2,2.6232562787115565
FB2,True
FN12,34.79497676122409
FN15,0.355937951956029
FN21,6.367075027736785
FB3,True
FB7,True
FN19,89.00241518420975
FN20,13219.960648682722
FN14,0.0490129564934783
FN18,-5.018452385068684
FB5,True
FN5,40.40738376082277
FN10,33.74109695396339
FN7,53.59962884556391
FN11,17.014444372103156
FB4,False
FB1,False
FN1,-99.38779971603938
FN9,85.53490560308768
FB6,False
FN6,93.9416609093254
FN23,16.578437181103578
FN17,21881.35017232516
FN3,2.012305219895083
FN8,31.76855195895541
FN4,30.04321037887546
FN16,317.5772572862566
FN2,19.896013494040208
FB2,True
FN12,57.51220357867015
FN22,309.40868208598914
FN15,0.9497973729034824
FB3,True
FN21,132.3899921044605
FN13,8271.023895247437
FB7,False
FN19,97.55645531091466
FN20,39871.23815665322
FN14,0.2421529854681186
FN18,9.730103164386476
FB5,False
FN5,93.14114105254878
FB1,False
FB6,True
FN8,87.21251692724906
FN3,8.88549770804493
FN16,807.8375107547301
FN19,59.38389585002111
FN14,0.0978902051933687
FN18,64.87562071236405
FB5,False
FN5,88.9615086073363
FN10,53.1043204025595
FN11,12.36229868285581
FN6,89.73850811346932
FN17,18952.08548061811
FN16,356.18672104943425
FN4,95.57862905465105
FB2,False
FN15,0.0250685241962358
FN21,30.669736547445066
FN19,74.07933886624834
FB7,True
FN14,0.4280620257661661
FN18,40.538710716333895
FB5,False
FN5,88.5289553336341
FN10,74.86707305259141
FB4,False
FN7,69.6083961399618
FN11,23.310744204588552
FN1,-98.96929732570234
FN9,55.97699152471791
FB6,False
FN6,37.678887114129466
FN23,48.21393884830415
FN17,28424.77238657149
FN4,11.74823248403184
FN8,11.744744618751737
FN16,907.3764783069088
