nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FN9,76.91072204943562
FN1,-90.71562980133764
FB1,True
FN6,15.542872502704164
FB6,False
FN23,18.268116608988286
FN17,37026.41842737195
FN4,8.23316010381232
FN8,25.034974332608783
FN16,272.44065583556966
FN3,0.125678622581542
FN2,2.6232562787115565
FB2,True
FN12,34.79497676122409
FN15,0.355937951956029
FN21,6.367075027736785
FB3,True
FB7,True
FN19,89.00241518420975
FN20,13219.960648682722
FN14,0.0490129564934783
FN18,-5.018452385068684
FB5,True
FN5,40.40738376082277
FN10,33.74109695396339
FN7,53.59962884556391
FN11,17.014444372103156
FB4,False
FB1,False
FN1,-99.38779971603938
FN9,85.53490560308768
FB6,False
FN6,93.9416609093254
FN23,16.578437181103578
FN17,21881.35017232516
FN3,2.012305219895083
FN8,31.76855195895541
FN4,30.04321037887546
FN16,317.5772572862566
FN2,19.896013494040208
FB2,True
FN12,57.51220357867015
FN22,309.40868208598914
FN15,0.9497973729034824
FB3,True
FN21,132.3899921044605
FN13,8271.023895247437
FB7,False
FN19,97.55645531091466
FN20,39871.23815665322
FN14,0.2421529854681186
FN18,9.730103164386476
FB5,False
FN5,93.14114105254878
FB1,False
FB6,True
FN8,87.21251692724906
FN3,8.88549770804493
FN16,807.8375107547301
FN19,59.38389585002111
FN14,0.0978902051933687
FN18,64.87562071236405
FB5,False
FN5,88.9615086073363
FN10,53.1043204025595
FB1,False
FN17,43282.638707229606
FN16,191.9681564043209
FB2,True
FN15,-0.590109173183593
FB3,True
FN14,0.3407750993744675
FN18,95.16377361613915
FB5,True
FN5,58.487018926348746
FN10,79.08930157537706
FN7,72.38995621882573
FB4,False
FN11,34.102939021348874
FN9,67.17402183107775
FN1,-84.82910514174345
FB1,True
FB6,True
FN6,74.780692995399
FN23,19.620115251286897
FN4,65.22808207737528
FN16,44.46661676783137
FN3,1.0492953144668005
FN2,13.59958578318335
FN12,33.33845980857393
FB2,True
FN22,150.15226389114818
