nomprimitive,value
FN14,0.1652365804092507
FN18,-18.66655005244569
FB5,False
FN5,99.84200322874926
FN10,92.96403715625648
FN7,56.05824434238176
FN11,39.324472028012416
FN9,76.91072204943562
FN1,-90.71562980133764
FB1,True
FN6,15.542872502704164
FB6,False
FN23,18.268116608988286
FN17,37026.41842737195
FN4,8.23316010381232
FN8,25.034974332608783
FN16,272.44065583556966
FN3,0.125678622581542
FN2,2.6232562787115565
FB2,True
FN12,34.79497676122409
FN15,0.355937951956029
FN21,6.367075027736785
FB3,True
FB7,True
FN19,89.00241518420975
FN20,13219.960648682722
FN14,0.0490129564934783
FN18,-5.018452385068684
FB5,True
FN5,40.40738376082277
FN10,33.74109695396339
FN7,53.59962884556391
FN11,17.014444372103156
FB4,False
FB1,False
FN1,-99.38779971603938
FN9,85.53490560308768
FB6,False
FN6,93.9416609093254
FN23,16.578437181103578
FN17,21881.35017232516
FN3,2.012305219895083
FN8,31.76855195895541
FN4,30.04321037887546
FN16,317.5772572862566
FN2,19.896013494040208
FB2,True
FN12,57.51220357867015
FN22,309.40868208598914
FN15,0.9497973729034824
FB3,True
FN21,132.3899921044605
FN13,8271.023895247437
FB7,False
FN19,97.55645531091466
FN20,39871.23815665322
FN14,0.2421529854681186
FN18,9.730103164386476
FB5,False
FN5,93.14114105254878
FN10,94.6008693512161
FN11,43.88378935312707
FN6,4.599674118010244
FN17,39574.692733289565
FN16,807.8375107547301
FN4,26.7145508423689
FB2,True
FN15,0.9154942515500082
FN21,127.2185246349062
FN19,71.73079062322275
FB7,True
FN14,0.216822485174586
FN18,-2.3564181627781124
FB5,False
FN5,29.82268783800818
FN10,15.505943645564912
FB4,False
FN7,53.70725588760889
FN11,78.01299514007734
FN1,-93.87339742456436
FN9,62.591937192849045
FB6,True
FN6,56.743252861040375
FN23,21.35761274901116
FN17,967.6757920432656
FN4,10.526740391098544
FN8,53.63991607148916
FN16,869.1894193859097
FN3,7.383805318210248
FN2,15.61827145615917
FB2,True
FN12,85.06641380195592
FN22,31.215986446504168
FN15,-0.6164185478036566
FN21,209.75554058960216
FB3,True
FN13,7363.540696900457
FN19,15.772269685480332
