feat,val
FN14,0.3
FN14,0.33
FN14,0.47
FN14,0.3
FN14,0.41
FN14,0.07
FN14,0.17
FN14,0.47
FN14,0.4
FN14,0.4
FN14,0.33
FN14,0.04
FN14,0.33
FN14,0.47
FN14,0.04
FN14,0.17
FN14,0.4
FN14,0.19
FN14,0.04
FN14,0.3
FN14,0.3
FN14,0.33
FN14,0.3
FN14,0.47
FN14,0.3
FN14,0.07
FN14,0.33
FN14,0.07
FN14,0.07
FN14,0.17
FN14,0.07
FN14,0.04
FN14,0.47
FN14,0.17
FN14,0.17
FN14,0.47
FN14,0.07
FN14,0.19
FN14,0.17
FN14,0.4
FN14,0.3
FN14,0.41
FN14,0.04
FN14,0.33
FN14,0.3
FN14,0.04
FN14,0.4
FN14,0.17
FN14,0.47
FN14,0.47
FN14,0.3
FN14,0.47
FN14,0.41
FN14,0.07
FN14,0.07
FN14,0.47
FN14,0.07
FN14,0.19
FN14,0.07
FN14,0.17
FN14,0.19
FN14,0.33
FN14,0.17
FN14,0.3
FN14,0.41
FN14,0.47
FN14,0.17
FN14,0.07
FN14,0.41
FN14,0.3
FN14,0.47
FN14,0.47
FN14,0.47
FN14,0.4
FN14,0.19
FN14,0.04
FN14,0.33
FN14,0.47
FN14,0.04
FN14,0.3
FN14,0.47
FN14,0.47
FN14,0.04
FN14,0.04
FN14,0.3
FN14,0.41
FN14,0.04
FN14,0.47
FN14,0.04
FN14,0.07
FN14,0.47
FN14,0.47
FN14,0.4
FN14,0.33
FN14,0.19
FN14,0.47
FN14,0.4
FN14,0.19
FN14,0.04
FN14,0.4
FN14,0.47
FN14,0.33
FN14,0.33
FN14,0.47
FN14,0.07
FN14,0.4
FN14,0.3
FN14,0.33
FN14,0.47
FN14,0.07
FN14,0.3
FN14,0.47
FN14,0.41
FN14,0.04
FN14,0.07
FN14,0.47
FN14,0.19
FN14,0.47
FN14,0.04
FN14,0.47
FN14,0.19
FN14,0.3
FN14,0.04
FN14,0.04
FN14,0.19
FN14,0.04
FN14,0.4
FN14,0.4
FN14,0.07
FN14,0.33
FN14,0.47
FN14,0.47
FN14,0.4
FN14,0.3
FN14,0.17
FN14,0.41
FN14,0.4
FN14,0.17
FN14,0.41
FN14,0.17
FN14,0.33
FN14,0.04
FN14,0.33
FN14,0.04
FN14,0.3
FN14,0.41
FN14,0.17
FN14,0.47
FN14,0.4
FN14,0.4
FN14,0.47
FN14,0.3
FN14,0.07
FN14,0.4
FN14,0.3
FN14,0.41
FN14,0.33
FN14,0.47
FN14,0.47
FN14,0.07
FN14,0.4
FN14,0.47
FN14,0.47
FN14,0.41
FN14,0.41
FN14,0.07
FN14,0.3
FN14,0.19
FN14,0.17
FN14,0.47
FN14,0.4
FN14,0.33
FN14,0.19
FN14,0.47
FN14,0.04
FN14,0.47
FN14,0.47
FN14,0.17
FN14,0.3
FN14,0.41
FN14,0.47
FN14,0.04
FN14,0.41
FN14,0.04
FN14,0.17
FN14,0.47
FN14,0.47
FN14,0.41
FN14,0.41
FN14,0.47
FN14,0.17
FN14,0.41
FN14,0.33
FN14,0.41
FN14,0.07
FN14,0.33
FN14,0.47
FN14,0.47
FN14,0.19
FN14,0.17
FN14,0.47
FN14,0.07
FN14,0.17
FN14,0.17
FN14,0.3
FN14,0.04
FN14,0.19
FN14,0.33
FN14,0.47
FN14,0.04
FN14,0.47
FN14,0.41
FN14,0.47
FN14,0.33
FN14,0.47
FN14,0.3
FN14,0.04
FN14,0.04
FN14,0.33
FN14,0.4
FN14,0.19
FN14,0.33
FN14,0.3
FN14,0.19
FN14,0.19
FN14,0.3
FN14,0.47
FN14,0.17
FN14,0.04
FN14,0.07
FN14,0.3
FN14,0.41
FN14,0.47
FN14,0.47
FN14,0.17
FN14,0.47
FN14,0.41
FN14,0.4
FN14,0.3
FN14,0.07
FN14,0.41
FN14,0.33
FN14,0.41
FN14,0.19
FN14,0.33
FN14,0.33
FN14,0.47
FN14,0.33
FN14,0.33
FN14,0.41
FN14,0.3
FN14,0.04
FN14,0.47
FN14,0.07
FN14,0.47
FN14,0.07
FN14,0.17
FN14,0.07
FN14,0.04
FN14,0.04
FN14,0.41
FN14,0.07
FN14,0.4
FN14,0.4
FN14,0.47
FN14,0.47
FN14,0.47
FN14,0.41
FN14,0.07
FN14,0.33
FN14,0.4
FN14,0.19
FN14,0.07
FN14,0.33
FN14,0.17
FN14,0.47
FN14,0.47
FN14,0.04
FN14,0.4
FN14,0.41
FN14,0.33
FN14,0.33
FN14,0.47
FN14,0.07
FN14,0.47
FN14,0.3
FN14,0.47
FN14,0.17
FN14,0.04
FN14,0.33
FN14,0.41
FN14,0.17
FN14,0.4
FN14,0.17
FN14,0.19
FN14,0.19
FN14,0.07
FN14,0.47
FN14,0.17
FN14,0.41
FN14,0.17
FN14,0.47
FN14,0.19
FN14,0.33
FN14,0.07
FN14,0.47
FN14,0.07
FN14,0.04
FN14,0.19
FN14,0.47
FN14,0.47
FN14,0.04
FN14,0.41
FN14,0.41
FN14,0.3
FN14,0.41
FN14,0.04
FN14,0.4
FN14,0.41
FN14,0.47
FN14,0.41
FN14,0.33
FN14,0.17
FN14,0.33
FN14,0.19
FN14,0.47
FN14,0.07
FN14,0.41
FN14,0.04
FN14,0.4
FN14,0.41
FN14,0.33
FN14,0.04
FN14,0.41
FN14,0.3
FN14,0.3
FN14,0.3
FN14,0.19
FN14,0.4
FN14,0.17
FN14,0.04
FN14,0.17
FN14,0.04
FN14,0.47
FN14,0.4
FN14,0.47
FN14,0.07
FN14,0.47
FN14,0.33
FN14,0.04
FN14,0.07
FN14,0.4
FN14,0.47
FN14,0.47
FN14,0.47
FN14,0.04
FN14,0.19
FN14,0.07
FN14,0.33
FN14,0.33
FN14,0.47
FN14,0.3
FN14,0.33
FN14,0.19
FN14,0.47
FN14,0.17
FN14,0.3
FN14,0.17
FN14,0.41
FN14,0.07
FN14,0.3
FN14,0.47
FN14,0.07
FN14,0.47
FN14,0.4
FN14,0.04
FN14,0.07
FN14,0.07
