feat,val
FN20,16929
FN20,10914
FN20,21505
FN20,6447
FN20,47461
FN20,31857
FN20,6447
FN20,16929
FN20,31857
FN20,10914
FN20,11895
FN20,31857
FN20,31857
FN20,16929
FN20,16929
FN20,47944
FN20,31857
FN20,10914
FN20,37030
FN20,10914
FN20,11895
FN20,11895
FN20,31857
FN20,47944
FN20,29313
FN20,10914
FN20,31857
FN20,16929
FN20,37030
FN20,31857
FN20,10914
FN20,6447
FN20,6447
FN20,37030
FN20,31857
FN20,31857
FN20,10914
FN20,47461
FN20,29313
FN20,10914
FN20,10914
FN20,37030
FN20,37030
FN20,47461
FN20,31857
FN20,37030
FN20,16929
FN20,47461
FN20,37030
FN20,47461
FN20,6447
FN20,31857
FN20,29313
FN20,47944
FN20,16929
FN20,10914
FN20,10914
FN20,11895
FN20,21505
FN20,29313
FN20,21505
