feat,val
FN6,54
FN6,40
FN6,60
FN6,66
FN6,56
FN6,53
FN6,91
FN6,60
FN6,54
FN6,66
FN6,53
FN6,56
FN6,54
FN6,56
FN6,71
FN6,54
FN6,40
FN6,66
FN6,66
FN6,53
FN6,54
FN6,17
FN6,71
FN6,66
FN6,54
FN6,60
FN6,56
FN6,20
FN6,71
FN6,54
FN6,40
FN6,56
FN6,66
FN6,66
FN6,20
FN6,66
FN6,56
FN6,17
FN6,60
FN6,60
FN6,56
FN6,56
FN6,91
FN6,91
FN6,91
FN6,60
FN6,54
FN6,20
FN6,53
FN6,91
FN6,66
FN6,66
FN6,40
FN6,17
FN6,71
FN6,40
FN6,53
FN6,20
FN6,66
FN6,71
FN6,20
FN6,71
FN6,56
FN6,56
FN6,54
FN6,40
FN6,54
FN6,17
FN6,60
FN6,66
FN6,17
FN6,66
FN6,20
FN6,40
FN6,56
FN6,20
FN6,66
FN6,56
FN6,17
FN6,54
FN6,60
FN6,91
FN6,54
FN6,40
FN6,40
FN6,54
FN6,71
FN6,40
FN6,60
FN6,60
FN6,60
FN6,40
FN6,71
FN6,71
FN6,40
FN6,53
FN6,91
FN6,91
FN6,40
FN6,60
FN6,66
FN6,53
FN6,20
FN6,56
FN6,53
FN6,53
FN6,54
FN6,40
FN6,54
FN6,40
FN6,66
FN6,17
FN6,17
FN6,40
FN6,56
FN6,40
FN6,60
FN6,54
FN6,20
FN6,91
FN6,91
FN6,20
FN6,66
FN6,53
FN6,56
FN6,60
FN6,54
FN6,54
FN6,53
FN6,56
FN6,53
FN6,60
FN6,53
FN6,66
FN6,66
FN6,56
FN6,56
FN6,20
FN6,66
FN6,53
FN6,54
FN6,60
FN6,91
FN6,56
FN6,40
FN6,40
FN6,53
FN6,17
FN6,20
FN6,66
FN6,54
FN6,17
FN6,20
FN6,40
FN6,71
FN6,17
FN6,91
FN6,40
FN6,71
FN6,91
FN6,66
FN6,17
FN6,17
FN6,60
FN6,66
FN6,40
FN6,53
FN6,91
FN6,56
FN6,40
FN6,54
FN6,17
FN6,53
FN6,20
FN6,56
FN6,17
FN6,91
FN6,56
FN6,40
FN6,17
FN6,20
FN6,91
FN6,54
FN6,20
FN6,54
FN6,53
FN6,66
FN6,17
FN6,54
FN6,17
FN6,53
FN6,91
FN6,71
FN6,71
FN6,71
FN6,56
FN6,54
FN6,20
FN6,71
FN6,54
FN6,60
FN6,71
FN6,60
FN6,17
FN6,54
FN6,53
FN6,71
FN6,91
FN6,91
FN6,56
FN6,54
FN6,53
FN6,17
FN6,40
FN6,54
FN6,71
FN6,40
FN6,20
FN6,54
FN6,53
FN6,53
FN6,40
FN6,20
FN6,56
FN6,56
FN6,91
FN6,66
FN6,56
FN6,20
FN6,17
FN6,71
FN6,66
FN6,91
FN6,71
FN6,56
FN6,40
FN6,20
FN6,71
FN6,40
FN6,20
FN6,91
FN6,54
FN6,91
FN6,53
FN6,40
FN6,40
FN6,60
FN6,20
FN6,91
FN6,71
FN6,66
FN6,53
FN6,17
FN6,17
FN6,56
FN6,60
FN6,17
FN6,20
FN6,60
FN6,71
FN6,54
FN6,71
FN6,66
FN6,20
FN6,56
FN6,91
FN6,54
FN6,40
FN6,91
FN6,71
FN6,56
FN6,60
FN6,40
FN6,71
FN6,60
FN6,56
FN6,60
FN6,91
FN6,66
FN6,20
FN6,20
FN6,91
FN6,91
FN6,40
FN6,53
FN6,40
FN6,91
FN6,20
FN6,53
FN6,56
FN6,53
FN6,56
FN6,54
FN6,91
FN6,17
FN6,54
FN6,54
FN6,54
FN6,56
FN6,20
FN6,53
FN6,56
FN6,60
FN6,54
FN6,71
FN6,71
FN6,20
FN6,60
FN6,20
FN6,17
FN6,56
FN6,53
FN6,40
FN6,71
FN6,40
FN6,91
FN6,60
FN6,53
FN6,40
FN6,60
FN6,66
FN6,53
FN6,20
FN6,66
FN6,56
FN6,53
FN6,56
FN6,91
FN6,54
FN6,20
FN6,56
FN6,71
FN6,91
FN6,56
FN6,54
FN6,53
FN6,20
FN6,20
FN6,40
FN6,20
FN6,91
FN6,91
FN6,17
FN6,66
FN6,54
FN6,71
FN6,56
FN6,53
FN6,17
FN6,17
FN6,54
FN6,56
FN6,17
FN6,53
FN6,53
FN6,56
FN6,53
FN6,40
FN6,54
FN6,91
FN6,53
FN6,17
FN6,66
FN6,66
FN6,40
FN6,17
FN6,20
FN6,54
FN6,54
FN6,66
FN6,56
FN6,91
FN6,54
FN6,54
FN6,53
FN6,56
FN6,53
FN6,53
FN6,54
FN6,91
FN6,66
FN6,71
FN6,91
FN6,54
FN6,40
FN6,60
FN6,17
FN6,66
FN6,71
FN6,40
FN6,56
FN6,66
FN6,40
FN6,20
FN6,54
FN6,60
FN6,56
FN6,54
FN6,54
FN6,54
FN6,91
FN6,56
FN6,17
FN6,20
FN6,17
FN6,20
FN6,91
FN6,54
FN6,66
FN6,53
FN6,53
FN6,60
FN6,53
FN6,56
FN6,17
FN6,54
FN6,20
FN6,66
FN6,53
FN6,54
FN6,17
FN6,53
FN6,91
FN6,56
FN6,40
FN6,40
FN6,91
FN6,60
FN6,17
FN6,91
FN6,20
FN6,17
FN6,53
FN6,66
FN6,71
FN6,60
FN6,71
FN6,20
FN6,66
FN6,40
FN6,56
FN6,17
FN6,40
FN6,71
FN6,53
FN6,56
FN6,91
FN6,56
FN6,54
FN6,60
FN6,66
FN6,20
FN6,20
FN6,71
FN6,17
FN6,71
FN6,60
FN6,91
FN6,40
FN6,66
FN6,17
FN6,20
FN6,20
FN6,71
FN6,91
FN6,60
FN6,54
FN6,53
FN6,91
FN6,53
FN6,66
FN6,60
FN6,40
FN6,40
FN6,53
FN6,17
FN6,17
FN6,66
FN6,56
FN6,71
FN6,60
FN6,71
FN6,20
FN6,60
FN6,20
FN6,56
FN6,60
FN6,66
FN6,66
FN6,54
FN6,60
FN6,91
FN6,40
FN6,53
FN6,56
FN6,56
FN6,40
FN6,40
FN6,91
FN6,53
FN6,53
FN6,60
FN6,20
FN6,40
FN6,71
FN6,20
FN6,56
FN6,66
FN6,91
FN6,17
FN6,20
FN6,40
FN6,17
FN6,40
FN6,40
FN6,66
FN6,53
FN6,40
FN6,54
FN6,60
FN6,53
FN6,17
FN6,71
FN6,71
FN6,54
FN6,54
FN6,56
FN6,91
FN6,17
FN6,20
FN6,91
FN6,40
FN6,66
FN6,17
FN6,17
FN6,40
FN6,56
FN6,17
FN6,54
FN6,91
FN6,20
FN6,66
FN6,60
FN6,40
FN6,54
FN6,91
FN6,56
FN6,17
FN6,66
FN6,71
FN6,54
FN6,71
FN6,71
FN6,60
FN6,71
FN6,20
FN6,53
FN6,20
FN6,54
FN6,54
FN6,17
FN6,17
FN6,40
FN6,56
FN6,20
FN6,66
FN6,54
FN6,17
FN6,60
FN6,54
FN6,17
FN6,53
FN6,66
FN6,53
FN6,54
FN6,66
FN6,54
FN6,91
FN6,71
FN6,60
FN6,60
FN6,71
FN6,60
FN6,66
FN6,54
FN6,56
FN6,40
FN6,60
FN6,56
FN6,91
FN6,56
FN6,17
FN6,56
FN6,17
FN6,17
FN6,91
FN6,54
FN6,53
FN6,53
FN6,60
FN6,40
FN6,66
FN6,54
FN6,53
FN6,56
FN6,66
FN6,66
FN6,71
FN6,91
FN6,20
FN6,66
FN6,54
FN6,60
FN6,56
FN6,53
FN6,54
FN6,66
FN6,91
FN6,56
FN6,71
FN6,56
FN6,66
FN6,66
FN6,17
FN6,40
FN6,54
FN6,91
FN6,53
FN6,91
FN6,56
FN6,17
FN6,53
FN6,53
FN6,40
FN6,54
FN6,60
FN6,40
FN6,71
FN6,66
FN6,71
FN6,54
FN6,53
FN6,91
FN6,56
