feat,val
FN21,139
FN21,182
FN21,194
FN21,80
FN21,139
FN21,53
FN21,139
FN21,9
FN21,122
FN21,142
FN21,194
FN21,139
FN21,194
FN21,180
FN21,9
FN21,122
FN21,142
FN21,142
FN21,139
FN21,139
FN21,139
FN21,80
FN21,156
FN21,122
FN21,180
FN21,139
FN21,180
FN21,180
FN21,9
FN21,122
FN21,139
FN21,180
FN21,80
FN21,9
FN21,53
FN21,180
FN21,182
FN21,9
FN21,122
FN21,156
FN21,9
FN21,9
FN21,182
FN21,194
FN21,139
FN21,53
FN21,194
FN21,156
FN21,156
FN21,80
FN21,80
FN21,180
FN21,80
FN21,182
FN21,182
FN21,194
FN21,80
FN21,80
FN21,53
FN21,9
FN21,180
FN21,139
FN21,80
FN21,182
FN21,182
FN21,142
FN21,53
FN21,142
FN21,9
FN21,156
FN21,142
FN21,9
FN21,139
FN21,9
FN21,122
FN21,122
FN21,180
FN21,122
FN21,182
FN21,182
FN21,180
FN21,80
FN21,53
FN21,139
FN21,122
FN21,142
FN21,122
FN21,156
FN21,80
FN21,182
FN21,142
FN21,194
FN21,9
FN21,182
FN21,122
FN21,142
FN21,194
FN21,180
FN21,9
FN21,53
FN21,122
FN21,180
FN21,9
FN21,182
FN21,122
FN21,180
FN21,122
FN21,53
FN21,53
FN21,139
FN21,9
FN21,80
FN21,142
FN21,9
FN21,156
FN21,156
FN21,142
FN21,142
FN21,182
FN21,182
FN21,156
FN21,80
FN21,156
FN21,122
FN21,182
FN21,9
FN21,142
FN21,53
FN21,122
FN21,194
FN21,139
FN21,122
FN21,53
FN21,180
FN21,142
FN21,180
FN21,122
FN21,156
FN21,53
FN21,194
FN21,122
FN21,122
FN21,139
FN21,53
FN21,194
FN21,53
FN21,9
FN21,142
FN21,180
FN21,122
FN21,122
FN21,194
FN21,139
FN21,80
FN21,156
FN21,156
FN21,53
FN21,142
FN21,182
FN21,122
FN21,182
FN21,156
FN21,142
FN21,142
FN21,139
FN21,180
FN21,122
FN21,9
FN21,122
FN21,156
FN21,180
FN21,142
FN21,182
FN21,139
FN21,142
FN21,80
FN21,80
FN21,122
FN21,9
FN21,53
FN21,122
FN21,139
FN21,182
FN21,156
FN21,122
FN21,122
FN21,156
FN21,180
FN21,9
FN21,9
FN21,182
FN21,156
FN21,182
FN21,9
FN21,80
FN21,194
FN21,80
FN21,139
FN21,80
FN21,80
FN21,194
FN21,194
FN21,80
FN21,122
FN21,9
FN21,194
FN21,182
FN21,142
FN21,9
FN21,182
FN21,156
FN21,122
FN21,9
FN21,180
FN21,142
FN21,180
FN21,142
FN21,180
FN21,80
FN21,142
FN21,53
FN21,9
FN21,182
FN21,156
FN21,156
FN21,9
FN21,122
FN21,9
FN21,139
FN21,194
FN21,139
FN21,194
FN21,139
FN21,80
FN21,53
FN21,182
FN21,142
FN21,122
FN21,180
FN21,142
FN21,53
FN21,142
FN21,180
FN21,182
FN21,194
FN21,9
FN21,122
FN21,142
FN21,142
FN21,142
FN21,53
FN21,142
FN21,122
FN21,156
FN21,9
FN21,122
FN21,122
FN21,182
FN21,80
FN21,182
FN21,182
FN21,142
FN21,139
FN21,9
FN21,122
FN21,156
FN21,80
FN21,80
FN21,194
FN21,156
FN21,194
FN21,156
FN21,180
FN21,142
FN21,80
FN21,53
FN21,156
FN21,194
FN21,9
FN21,194
FN21,80
FN21,182
FN21,53
FN21,194
FN21,142
FN21,53
FN21,9
FN21,180
FN21,139
FN21,180
FN21,9
FN21,80
FN21,53
FN21,182
FN21,194
FN21,156
FN21,156
FN21,182
FN21,139
FN21,142
FN21,156
FN21,180
FN21,139
FN21,122
FN21,139
FN21,80
FN21,139
FN21,180
FN21,182
FN21,182
FN21,9
FN21,156
FN21,53
FN21,9
FN21,182
FN21,180
FN21,139
FN21,194
FN21,9
FN21,182
FN21,182
FN21,194
FN21,142
FN21,122
FN21,139
FN21,142
FN21,80
FN21,139
FN21,182
FN21,194
FN21,122
FN21,9
FN21,156
FN21,139
FN21,9
FN21,53
FN21,156
FN21,156
FN21,122
FN21,122
FN21,80
FN21,122
FN21,122
FN21,9
FN21,53
FN21,9
FN21,139
FN21,139
FN21,122
FN21,180
FN21,9
FN21,9
FN21,180
FN21,139
FN21,122
FN21,194
FN21,80
FN21,53
FN21,180
FN21,142
FN21,194
FN21,139
FN21,122
FN21,139
FN21,80
FN21,9
FN21,182
FN21,53
FN21,139
FN21,194
FN21,122
FN21,122
FN21,194
FN21,53
FN21,122
FN21,180
FN21,156
FN21,80
FN21,182
FN21,139
FN21,80
FN21,53
FN21,180
FN21,142
FN21,122
FN21,156
FN21,182
FN21,180
FN21,194
FN21,139
FN21,122
FN21,53
FN21,156
FN21,180
FN21,194
FN21,182
FN21,142
FN21,180
FN21,53
FN21,194
FN21,180
FN21,182
FN21,180
FN21,142
FN21,156
FN21,180
FN21,180
FN21,142
FN21,142
FN21,122
FN21,156
FN21,142
FN21,180
FN21,194
FN21,182
FN21,194
FN21,142
FN21,122
FN21,122
FN21,53
FN21,53
FN21,142
FN21,122
FN21,139
FN21,80
FN21,80
FN21,142
FN21,156
FN21,142
FN21,9
FN21,139
FN21,156
FN21,156
FN21,182
FN21,142
FN21,156
FN21,156
FN21,156
FN21,180
FN21,139
FN21,9
FN21,180
FN21,182
FN21,142
FN21,9
FN21,182
FN21,139
FN21,139
FN21,53
FN21,182
FN21,182
FN21,139
FN21,53
FN21,156
FN21,142
FN21,122
FN21,194
FN21,9
FN21,122
FN21,142
FN21,182
FN21,182
FN21,9
FN21,156
FN21,142
FN21,182
FN21,156
FN21,142
FN21,80
FN21,9
FN21,53
FN21,182
FN21,80
FN21,182
FN21,194
FN21,182
FN21,53
FN21,194
FN21,80
FN21,142
FN21,122
FN21,180
FN21,9
FN21,139
FN21,194
FN21,80
FN21,180
FN21,142
FN21,182
FN21,180
FN21,80
FN21,182
FN21,9
FN21,156
FN21,53
FN21,142
FN21,180
FN21,122
FN21,180
FN21,53
FN21,142
FN21,53
FN21,182
FN21,156
FN21,142
FN21,180
FN21,139
FN21,80
FN21,156
FN21,122
FN21,139
FN21,9
FN21,9
FN21,194
FN21,156
FN21,156
FN21,53
FN21,53
FN21,122
FN21,182
FN21,9
FN21,180
FN21,156
FN21,182
FN21,180
FN21,80
FN21,122
FN21,139
FN21,80
FN21,156
FN21,139
FN21,139
FN21,194
FN21,139
FN21,180
FN21,156
FN21,139
FN21,9
FN21,182
FN21,142
FN21,194
FN21,194
FN21,182
FN21,182
FN21,139
FN21,80
FN21,80
FN21,122
FN21,156
FN21,180
FN21,139
FN21,53
FN21,142
FN21,180
FN21,53
FN21,194
FN21,194
FN21,156
FN21,142
FN21,53
FN21,9
FN21,80
FN21,182
FN21,142
FN21,122
FN21,53
FN21,9
FN21,180
FN21,80
FN21,139
FN21,156
FN21,122
FN21,9
FN21,142
FN21,194
FN21,182
FN21,122
FN21,53
FN21,142
FN21,142
FN21,80
FN21,194
FN21,53
FN21,182
FN21,139
FN21,156
FN21,80
FN21,194
FN21,122
FN21,122
FN21,80
FN21,53
FN21,139
FN21,9
FN21,139
FN21,182
FN21,9
FN21,122
FN21,180
FN21,9
FN21,156
FN21,122
FN21,122
FN21,156
FN21,142
FN21,156
FN21,80
FN21,182
FN21,122
FN21,80
FN21,80
FN21,53
FN21,9
FN21,80
FN21,80
FN21,80
FN21,180
FN21,142
FN21,194
FN21,122
FN21,122
