feat,val
FN16,637
FN16,759
FN16,575
FN16,786
FN16,766
FN16,579
FN16,575
FN16,575
FN16,759
FN16,18
FN16,766
FN16,723
FN16,637
FN16,786
FN16,579
FN16,18
FN16,315
FN16,759
FN16,759
FN16,18
FN16,759
FN16,766
FN16,723
FN16,766
FN16,315
FN16,315
FN16,18
FN16,759
FN16,18
FN16,579
FN16,786
FN16,575
FN16,637
FN16,18
FN16,759
FN16,723
FN16,575
FN16,128
FN16,786
FN16,575
FN16,723
FN16,766
FN16,637
FN16,766
FN16,766
FN16,766
FN16,786
FN16,128
FN16,575
FN16,723
FN16,723
FN16,759
FN16,759
FN16,579
FN16,759
FN16,786
FN16,575
FN16,579
FN16,723
FN16,579
FN16,766
FN16,18
FN16,18
FN16,315
FN16,579
FN16,575
FN16,637
FN16,315
FN16,575
FN16,766
FN16,18
FN16,759
FN16,759
FN16,637
FN16,579
FN16,766
FN16,315
FN16,575
FN16,723
FN16,786
FN16,786
FN16,759
FN16,723
FN16,637
FN16,786
FN16,786
FN16,637
FN16,575
FN16,18
FN16,759
FN16,315
FN16,723
FN16,315
FN16,579
FN16,786
FN16,723
FN16,759
FN16,128
FN16,637
FN16,759
FN16,575
FN16,723
FN16,18
FN16,128
FN16,315
FN16,786
FN16,18
FN16,575
FN16,579
FN16,315
FN16,575
FN16,786
FN16,723
FN16,766
FN16,579
FN16,315
FN16,18
FN16,315
FN16,759
FN16,575
FN16,575
FN16,766
FN16,786
FN16,579
FN16,766
FN16,579
FN16,315
FN16,315
FN16,766
FN16,766
FN16,18
FN16,18
FN16,759
FN16,575
FN16,18
FN16,579
FN16,128
FN16,18
FN16,18
FN16,723
FN16,128
FN16,128
FN16,766
FN16,575
FN16,18
FN16,786
FN16,18
FN16,575
FN16,759
FN16,766
FN16,637
FN16,723
FN16,759
FN16,18
FN16,128
FN16,128
FN16,723
FN16,18
FN16,575
FN16,128
FN16,128
FN16,575
FN16,723
FN16,637
FN16,637
FN16,766
FN16,759
FN16,786
FN16,637
FN16,637
FN16,637
FN16,18
FN16,786
FN16,723
FN16,637
FN16,766
FN16,579
FN16,18
FN16,786
FN16,786
FN16,766
FN16,575
FN16,759
FN16,723
FN16,575
FN16,315
FN16,723
FN16,766
FN16,723
FN16,759
FN16,18
FN16,579
FN16,579
FN16,128
FN16,766
FN16,579
FN16,575
FN16,786
FN16,18
FN16,637
FN16,575
FN16,637
FN16,18
FN16,786
FN16,723
FN16,315
FN16,18
FN16,575
FN16,579
FN16,637
FN16,18
FN16,637
FN16,759
FN16,766
FN16,579
FN16,579
FN16,786
FN16,18
FN16,315
FN16,786
FN16,637
FN16,723
FN16,723
FN16,579
FN16,759
FN16,575
FN16,759
FN16,637
FN16,128
FN16,18
FN16,575
FN16,759
FN16,759
FN16,315
FN16,723
FN16,579
FN16,315
FN16,128
FN16,723
FN16,315
FN16,128
FN16,128
FN16,575
FN16,723
FN16,18
FN16,637
FN16,575
FN16,766
FN16,786
FN16,18
FN16,575
FN16,723
FN16,759
FN16,315
FN16,786
FN16,637
FN16,18
FN16,315
FN16,315
FN16,766
FN16,128
FN16,759
FN16,766
FN16,723
FN16,723
FN16,315
FN16,579
FN16,723
FN16,579
FN16,766
FN16,579
FN16,723
FN16,579
FN16,723
FN16,128
FN16,575
FN16,723
FN16,575
FN16,18
FN16,315
FN16,18
FN16,315
FN16,786
FN16,637
FN16,575
FN16,637
FN16,723
FN16,575
FN16,579
FN16,128
FN16,786
FN16,575
FN16,766
FN16,766
FN16,128
FN16,128
FN16,723
FN16,579
FN16,128
FN16,766
FN16,128
FN16,575
FN16,723
FN16,766
FN16,18
FN16,128
FN16,579
FN16,315
FN16,786
FN16,579
FN16,128
FN16,315
FN16,723
FN16,128
FN16,766
FN16,575
FN16,786
FN16,637
FN16,759
FN16,315
FN16,128
FN16,637
FN16,759
FN16,637
FN16,723
FN16,315
FN16,786
FN16,575
FN16,575
FN16,18
FN16,575
FN16,759
FN16,579
FN16,723
FN16,128
FN16,759
FN16,579
FN16,759
FN16,315
FN16,759
FN16,575
FN16,18
FN16,579
FN16,128
FN16,579
FN16,759
FN16,766
FN16,579
FN16,766
FN16,18
FN16,723
FN16,575
FN16,315
FN16,579
FN16,786
FN16,575
FN16,766
FN16,723
FN16,637
FN16,18
FN16,575
FN16,18
FN16,579
FN16,128
FN16,637
FN16,759
FN16,579
FN16,723
FN16,766
FN16,723
