feat,val
FN16,655
FN16,375
FN16,194
FN16,98
FN16,931
FN16,854
FN16,971
FN16,179
FN16,375
FN16,98
FN16,971
FN16,179
FN16,655
FN16,98
FN16,931
FN16,936
FN16,854
FN16,936
FN16,655
FN16,651
FN16,971
FN16,931
FN16,655
FN16,98
FN16,194
FN16,194
FN16,179
FN16,854
FN16,936
FN16,179
FN16,854
FN16,194
FN16,971
FN16,98
FN16,655
FN16,971
FN16,854
FN16,179
FN16,98
FN16,971
FN16,655
FN16,931
FN16,854
FN16,194
FN16,655
FN16,179
FN16,936
FN16,179
FN16,971
FN16,854
FN16,971
FN16,194
FN16,179
FN16,655
FN16,194
FN16,655
FN16,931
FN16,931
FN16,375
FN16,931
