feature,val
FN2,15
FN2,15
FN2,9
FN2,15
FN2,2
FN2,7
FN2,9
FN2,19
FN2,19
FN2,10
FN2,10
FN2,19
FN2,13
FN2,19
FN2,2
FN2,15
FN2,17
FN2,9
FN2,13
FN2,15
FN2,15
FN2,13
FN2,2
FN2,15
FN2,2
FN2,15
FN2,9
FN2,10
FN2,19
FN2,15
FN2,7
FN2,2
FN2,17
FN2,7
FN2,15
FN2,15
FN2,9
FN2,9
FN2,19
FN2,10
FN2,2
FN2,19
FN2,19
FN2,7
FN2,2
FN2,2
FN2,19
FN2,15
FN2,19
FN2,9
FN2,17
FN2,15
FN2,2
FN2,17
FN2,13
FN2,17
FN2,2
FN2,13
FN2,17
FN2,15
FN2,17
FN2,15
FN2,15
FN2,15
FN2,19
FN2,10
FN2,13
FN2,9
FN2,9
FN2,19
FN2,9
FN2,2
FN2,17
FN2,7
FN2,19
FN2,9
FN2,13
FN2,13
FN2,7
FN2,19
FN2,7
FN2,15
FN2,17
FN2,13
FN2,19
FN2,2
FN2,2
FN2,9
FN2,15
FN2,10
FN2,17
FN2,9
FN2,2
FN2,17
FN2,13
FN2,7
FN2,15
FN2,15
FN2,10
FN2,13
FN2,15
FN2,10
FN2,15
FN2,15
FN2,15
FN2,13
FN2,19
FN2,15
FN2,15
FN2,17
FN2,2
FN2,15
FN2,10
FN2,17
FN2,17
FN2,19
FN2,15
FN2,13
FN2,9
FN2,15
FN2,15
FN2,19
FN2,9
FN2,17
FN2,19
FN2,7
FN2,7
FN2,7
FN2,9
FN2,15
FN2,19
FN2,15
FN2,9
FN2,19
FN2,10
FN2,10
FN2,17
FN2,10
FN2,2
FN2,15
FN2,9
FN2,7
FN2,7
FN2,17
FN2,10
FN2,7
FN2,19
FN2,15
FN2,2
FN2,19
FN2,2
FN2,9
FN2,17
FN2,2
FN2,19
FN2,19
FN2,19
FN2,19
FN2,15
FN2,9
FN2,15
FN2,15
FN2,13
FN2,19
FN2,19
FN2,17
FN2,13
FN2,15
FN2,15
FN2,9
FN2,9
FN2,9
FN2,15
FN2,17
FN2,19
FN2,15
FN2,17
FN2,17
FN2,15
FN2,19
FN2,15
FN2,2
FN2,9
FN2,13
FN2,7
FN2,13
FN2,9
FN2,7
FN2,15
FN2,17
FN2,2
FN2,17
FN2,17
FN2,9
FN2,10
FN2,19
FN2,7
FN2,15
FN2,13
FN2,15
FN2,15
FN2,9
FN2,19
FN2,13
FN2,2
FN2,10
FN2,19
FN2,9
FN2,10
FN2,19
FN2,7
FN2,2
FN2,17
FN2,13
FN2,2
FN2,17
FN2,15
FN2,17
FN2,15
FN2,9
FN2,15
FN2,2
FN2,9
FN2,19
FN2,2
FN2,2
FN2,15
FN2,19
FN2,7
FN2,9
FN2,15
FN2,15
FN2,19
FN2,15
FN2,9
FN2,7
FN2,2
FN2,17
FN2,9
FN2,19
FN2,2
FN2,9
FN2,2
FN2,17
FN2,15
FN2,17
FN2,2
FN2,15
FN2,7
FN2,13
FN2,15
FN2,15
