feature,val
FN12,9
FN12,21
FN12,4
FN12,76
FN12,76
FN12,9
FN12,100
FN12,47
FN12,76
FN12,86
FN12,20
FN12,4
FN12,76
FN12,36
FN12,36
FN12,100
FN12,20
FN12,37
FN12,100
FN12,100
FN12,36
FN12,9
FN12,100
FN12,37
FN12,4
FN12,86
FN12,21
FN12,37
FN12,9
FN12,86
FN12,37
FN12,4
FN12,9
FN12,86
FN12,36
FN12,20
FN12,4
FN12,36
FN12,9
FN12,100
FN12,37
FN12,21
FN12,9
FN12,21
FN12,86
FN12,47
FN12,76
FN12,21
FN12,37
FN12,37
FN12,47
FN12,100
FN12,37
FN12,9
FN12,36
FN12,4
FN12,76
FN12,100
FN12,9
FN12,47
FN12,86
FN12,100
FN12,76
FN12,100
FN12,20
FN12,9
FN12,9
FN12,36
FN12,47
FN12,86
FN12,100
FN12,76
FN12,37
FN12,9
FN12,36
FN12,37
FN12,20
FN12,47
FN12,21
FN12,47
FN12,47
FN12,21
FN12,4
FN12,47
FN12,9
FN12,20
FN12,86
FN12,47
FN12,21
FN12,36
FN12,100
FN12,100
FN12,4
FN12,20
FN12,76
FN12,9
FN12,76
FN12,9
FN12,4
FN12,4
FN12,4
FN12,86
FN12,86
FN12,21
FN12,21
FN12,37
FN12,86
FN12,20
FN12,47
FN12,9
FN12,100
FN12,21
FN12,86
FN12,36
FN12,4
FN12,21
FN12,76
FN12,36
FN12,100
FN12,76
FN12,100
FN12,37
FN12,86
FN12,21
FN12,9
FN12,36
FN12,47
FN12,37
FN12,86
FN12,86
FN12,36
FN12,76
FN12,47
FN12,76
FN12,76
FN12,20
FN12,36
FN12,36
FN12,4
FN12,100
FN12,20
FN12,21
FN12,47
FN12,21
FN12,86
FN12,76
FN12,21
FN12,100
FN12,21
FN12,20
FN12,21
FN12,21
FN12,100
FN12,36
FN12,47
FN12,100
FN12,37
FN12,76
FN12,20
FN12,100
FN12,76
FN12,20
FN12,37
FN12,100
FN12,37
FN12,9
FN12,9
FN12,86
FN12,9
FN12,47
FN12,36
FN12,9
FN12,9
FN12,20
FN12,36
FN12,4
FN12,76
FN12,4
FN12,100
FN12,36
FN12,86
FN12,76
FN12,37
FN12,21
FN12,20
FN12,37
FN12,20
FN12,76
FN12,47
FN12,100
FN12,9
FN12,20
FN12,100
FN12,86
FN12,9
FN12,100
FN12,4
FN12,37
FN12,100
FN12,9
FN12,36
FN12,36
FN12,9
FN12,47
FN12,20
FN12,20
FN12,100
FN12,4
FN12,76
FN12,100
FN12,37
FN12,86
FN12,37
FN12,100
FN12,4
FN12,21
FN12,4
FN12,37
FN12,86
FN12,4
FN12,100
FN12,20
FN12,21
FN12,21
FN12,86
FN12,86
FN12,36
FN12,86
FN12,100
FN12,86
FN12,100
FN12,20
FN12,47
FN12,76
FN12,20
FN12,9
FN12,4
FN12,86
FN12,76
FN12,100
FN12,100
FN12,37
FN12,20
FN12,76
FN12,100
FN12,36
FN12,37
FN12,9
FN12,21
FN12,9
FN12,86
FN12,20
FN12,100
FN12,21
FN12,36
FN12,76
FN12,20
FN12,86
FN12,76
FN12,86
FN12,9
FN12,76
FN12,4
FN12,37
FN12,4
FN12,36
FN12,86
FN12,47
FN12,4
FN12,9
FN12,20
FN12,37
FN12,4
FN12,21
FN12,86
FN12,9
FN12,86
FN12,36
