feature,val
FN8,88
FN8,86
FN8,86
FN8,77
FN8,66
FN8,66
FN8,77
FN8,86
FN8,77
FN8,77
FN8,88
FN8,60
FN8,34
FN8,75
FN8,66
FN8,86
FN8,34
FN8,86
FN8,32
FN8,67
FN8,88
FN8,88
FN8,60
FN8,60
FN8,67
FN8,88
FN8,77
FN8,32
FN8,67
FN8,86
FN8,60
FN8,66
FN8,67
FN8,60
FN8,77
FN8,66
FN8,75
FN8,88
FN8,86
FN8,86
FN8,75
FN8,34
FN8,88
FN8,75
FN8,60
FN8,88
FN8,77
FN8,66
FN8,77
FN8,32
FN8,77
FN8,60
FN8,60
FN8,32
FN8,86
FN8,32
FN8,60
FN8,60
FN8,75
FN8,60
FN8,32
FN8,60
FN8,75
FN8,35
FN8,88
FN8,77
FN8,66
FN8,32
FN8,66
FN8,66
FN8,67
FN8,77
FN8,67
FN8,34
FN8,35
FN8,88
FN8,77
FN8,77
FN8,35
FN8,88
FN8,67
FN8,67
FN8,77
FN8,86
FN8,88
FN8,67
FN8,35
FN8,66
FN8,86
FN8,88
FN8,35
FN8,60
FN8,32
FN8,34
FN8,88
FN8,34
FN8,75
FN8,34
FN8,34
FN8,32
FN8,86
FN8,32
FN8,86
FN8,34
FN8,35
FN8,77
FN8,75
FN8,34
FN8,86
FN8,77
FN8,66
FN8,32
FN8,60
FN8,77
FN8,34
FN8,67
FN8,35
FN8,60
FN8,34
FN8,88
FN8,77
FN8,77
FN8,67
FN8,86
FN8,67
FN8,88
FN8,34
FN8,35
FN8,35
FN8,88
FN8,86
FN8,88
FN8,67
FN8,67
FN8,60
FN8,34
FN8,34
FN8,35
FN8,35
FN8,88
FN8,77
FN8,86
FN8,88
FN8,66
FN8,66
FN8,32
FN8,34
FN8,35
FN8,66
FN8,86
FN8,67
FN8,86
FN8,75
FN8,67
FN8,34
FN8,67
FN8,86
FN8,88
FN8,88
FN8,60
FN8,88
FN8,66
FN8,88
FN8,35
FN8,77
FN8,34
FN8,32
FN8,75
FN8,60
FN8,75
FN8,75
FN8,35
FN8,60
FN8,60
FN8,67
FN8,34
FN8,88
FN8,34
FN8,66
FN8,86
FN8,88
FN8,86
FN8,86
FN8,60
FN8,35
