feature,val
FN5,56
FN5,82
FN5,82
FN5,20
FN5,20
FN5,51
FN5,42
FN5,51
FN5,56
FN5,56
FN5,14
FN5,50
FN5,98
FN5,47
FN5,20
FN5,6
FN5,98
FN5,56
FN5,20
FN5,51
FN5,42
FN5,42
FN5,98
FN5,42
FN5,50
FN5,56
FN5,56
FN5,98
FN5,6
FN5,98
FN5,82
FN5,50
FN5,98
FN5,6
FN5,82
FN5,50
FN5,20
FN5,20
FN5,50
FN5,42
FN5,98
FN5,56
FN5,20
FN5,50
FN5,51
FN5,42
FN5,50
FN5,6
FN5,82
FN5,6
FN5,51
FN5,51
FN5,6
FN5,98
FN5,98
FN5,47
FN5,6
FN5,42
FN5,51
FN5,14
FN5,14
FN5,47
FN5,47
FN5,56
FN5,50
FN5,82
FN5,20
FN5,6
FN5,42
FN5,14
FN5,14
FN5,51
FN5,98
FN5,51
FN5,98
FN5,47
FN5,51
FN5,51
FN5,42
FN5,51
FN5,42
FN5,42
FN5,82
FN5,56
FN5,47
FN5,50
FN5,42
FN5,50
FN5,82
FN5,14
FN5,14
FN5,20
FN5,47
FN5,56
FN5,14
FN5,50
FN5,56
FN5,42
FN5,42
FN5,20
FN5,51
FN5,98
FN5,14
FN5,20
FN5,56
FN5,98
FN5,47
FN5,6
FN5,42
FN5,82
FN5,6
FN5,56
FN5,42
FN5,14
FN5,82
FN5,50
FN5,6
FN5,47
FN5,14
FN5,56
FN5,47
FN5,98
FN5,50
FN5,14
FN5,14
FN5,56
FN5,56
FN5,98
FN5,50
FN5,14
FN5,56
FN5,82
FN5,50
FN5,47
FN5,51
FN5,50
FN5,82
FN5,6
FN5,6
FN5,82
FN5,50
FN5,47
FN5,42
FN5,98
FN5,51
FN5,82
FN5,50
FN5,14
FN5,6
FN5,50
FN5,51
FN5,51
FN5,50
FN5,56
FN5,56
FN5,51
FN5,50
FN5,51
FN5,56
FN5,98
FN5,82
FN5,47
FN5,42
FN5,51
FN5,14
FN5,82
FN5,14
FN5,82
FN5,51
FN5,6
FN5,42
FN5,14
FN5,6
FN5,42
FN5,6
FN5,98
FN5,6
FN5,98
FN5,47
FN5,6
FN5,50
FN5,14
FN5,20
FN5,20
FN5,56
FN5,98
FN5,6
FN5,20
FN5,47
FN5,56
FN5,6
FN5,98
FN5,82
FN5,51
FN5,42
FN5,6
FN5,98
FN5,98
FN5,50
FN5,20
FN5,42
FN5,14
FN5,56
FN5,50
FN5,42
FN5,6
FN5,6
FN5,6
FN5,20
FN5,98
FN5,51
FN5,14
FN5,6
FN5,20
FN5,50
FN5,51
FN5,42
FN5,50
FN5,82
FN5,6
FN5,47
FN5,56
FN5,6
FN5,56
FN5,42
FN5,20
FN5,20
FN5,98
FN5,82
FN5,56
FN5,6
FN5,56
FN5,50
FN5,6
FN5,56
FN5,56
FN5,56
FN5,6
FN5,56
FN5,6
FN5,51
FN5,20
FN5,42
FN5,56
FN5,14
FN5,56
FN5,42
FN5,47
FN5,47
FN5,6
FN5,51
FN5,56
FN5,14
FN5,56
FN5,98
FN5,50
FN5,51
FN5,6
FN5,6
FN5,56
FN5,82
FN5,42
FN5,42
FN5,51
FN5,56
FN5,82
FN5,20
FN5,51
FN5,47
FN5,51
FN5,82
FN5,47
FN5,14
FN5,98
FN5,50
FN5,42
FN5,47
FN5,20
FN5,82
FN5,6
FN5,50
FN5,14
FN5,50
FN5,51
FN5,42
FN5,42
FN5,51
FN5,98
FN5,47
FN5,6
FN5,47
FN5,51
FN5,82
FN5,47
FN5,42
FN5,50
FN5,47
FN5,51
FN5,56
FN5,47
FN5,82
FN5,51
FN5,14
FN5,47
FN5,98
FN5,98
FN5,51
FN5,6
FN5,50
FN5,47
FN5,51
FN5,14
FN5,51
FN5,14
FN5,98
FN5,50
FN5,56
FN5,56
FN5,6
FN5,14
FN5,20
FN5,82
FN5,51
FN5,98
FN5,47
FN5,98
FN5,56
FN5,47
FN5,47
FN5,14
FN5,6
FN5,6
FN5,20
FN5,42
FN5,20
FN5,56
FN5,47
FN5,6
FN5,56
FN5,14
FN5,98
FN5,42
FN5,20
FN5,47
FN5,98
FN5,6
FN5,6
FN5,6
FN5,6
FN5,6
FN5,14
FN5,82
FN5,82
FN5,47
FN5,6
FN5,98
FN5,56
FN5,47
FN5,50
FN5,82
FN5,98
FN5,6
FN5,20
FN5,42
FN5,20
FN5,98
FN5,42
FN5,14
FN5,51
FN5,56
FN5,98
FN5,82
FN5,50
FN5,98
FN5,98
FN5,51
FN5,42
FN5,42
FN5,51
FN5,42
FN5,50
FN5,51
FN5,47
FN5,14
FN5,47
FN5,47
FN5,82
FN5,56
FN5,42
FN5,14
FN5,51
FN5,82
FN5,50
FN5,56
FN5,51
FN5,6
FN5,20
FN5,42
FN5,82
FN5,14
FN5,6
FN5,20
FN5,51
FN5,56
FN5,56
FN5,47
FN5,42
FN5,42
FN5,50
FN5,98
FN5,56
FN5,50
FN5,56
FN5,47
FN5,14
FN5,47
FN5,51
FN5,6
FN5,14
FN5,14
FN5,47
FN5,42
FN5,42
FN5,56
FN5,56
FN5,56
FN5,56
FN5,47
FN5,14
FN5,47
FN5,50
FN5,98
FN5,82
FN5,56
FN5,6
FN5,14
FN5,20
FN5,82
FN5,56
FN5,20
FN5,47
FN5,47
FN5,56
FN5,42
FN5,50
FN5,56
FN5,20
FN5,82
FN5,20
FN5,56
FN5,82
FN5,56
FN5,6
FN5,14
FN5,51
FN5,56
FN5,6
FN5,50
FN5,47
FN5,51
FN5,6
FN5,47
FN5,47
FN5,20
FN5,56
FN5,56
FN5,6
FN5,20
FN5,20
FN5,82
FN5,56
FN5,6
FN5,50
FN5,6
FN5,42
FN5,6
FN5,42
FN5,42
FN5,98
FN5,6
FN5,82
FN5,56
FN5,42
FN5,6
FN5,51
FN5,14
FN5,47
FN5,56
FN5,51
FN5,6
FN5,6
FN5,98
FN5,82
FN5,20
FN5,6
FN5,98
FN5,56
FN5,56
FN5,56
FN5,6
FN5,20
FN5,51
FN5,98
FN5,51
FN5,82
FN5,98
FN5,42
FN5,50
FN5,82
FN5,6
FN5,20
FN5,98
FN5,42
FN5,51
FN5,50
FN5,14
FN5,47
FN5,14
FN5,42
FN5,14
FN5,51
FN5,56
FN5,82
FN5,82
FN5,82
FN5,14
FN5,42
FN5,98
FN5,6
FN5,14
FN5,98
FN5,98
FN5,14
FN5,82
FN5,51
FN5,6
FN5,14
FN5,42
FN5,14
FN5,42
FN5,20
FN5,47
FN5,14
FN5,47
FN5,47
FN5,98
FN5,98
FN5,42
FN5,14
FN5,42
FN5,42
FN5,51
FN5,82
FN5,56
FN5,51
FN5,6
FN5,20
FN5,6
FN5,56
FN5,51
FN5,47
FN5,47
FN5,6
FN5,6
FN5,14
FN5,51
FN5,50
FN5,6
FN5,6
FN5,56
FN5,98
FN5,56
FN5,14
FN5,98
FN5,51
FN5,20
FN5,14
FN5,6
FN5,56
FN5,47
FN5,56
FN5,82
FN5,6
FN5,51
FN5,56
FN5,20
FN5,20
FN5,14
FN5,47
FN5,42
FN5,51
FN5,56
FN5,82
FN5,51
FN5,98
FN5,20
FN5,47
FN5,56
FN5,42
FN5,98
FN5,51
FN5,98
FN5,42
FN5,42
FN5,50
FN5,50
FN5,82
FN5,56
FN5,42
FN5,50
FN5,82
FN5,47
FN5,6
FN5,82
