feat,val
FN10,90
FN10,52
FN10,57
FN10,53
FN10,52
FN10,57
FN10,52
FN10,90
FN10,2
FN10,88
FN10,52
FN10,70
FN10,2
FN10,5
FN10,88
FN10,90
FN10,53
FN10,70
FN10,88
FN10,100
FN10,91
FN10,53
FN10,57
FN10,53
FN10,88
FN10,2
FN10,100
FN10,52
FN10,88
FN10,91
FN10,2
FN10,53
FN10,57
FN10,90
FN10,2
FN10,90
FN10,90
FN10,57
FN10,100
FN10,57
FN10,91
FN10,88
FN10,70
FN10,5
FN10,2
FN10,57
FN10,91
FN10,52
FN10,90
FN10,52
FN10,70
FN10,90
FN10,57
FN10,57
FN10,90
FN10,88
FN10,88
FN10,57
FN10,5
FN10,90
FN10,90
FN10,91
FN10,57
FN10,52
FN10,91
FN10,100
FN10,100
FN10,91
FN10,90
FN10,88
FN10,53
FN10,2
FN10,52
FN10,90
FN10,5
FN10,90
FN10,90
FN10,90
FN10,70
FN10,5
FN10,5
FN10,70
FN10,88
FN10,53
FN10,91
FN10,70
FN10,91
FN10,100
FN10,53
FN10,5
FN10,52
FN10,52
FN10,52
FN10,52
FN10,100
FN10,88
FN10,57
FN10,57
FN10,88
FN10,70
FN10,100
FN10,100
FN10,2
FN10,57
FN10,57
FN10,2
FN10,5
FN10,53
FN10,57
FN10,53
FN10,90
FN10,53
FN10,100
FN10,90
FN10,2
FN10,52
FN10,70
FN10,2
FN10,53
FN10,2
FN10,52
FN10,70
FN10,57
FN10,2
FN10,53
FN10,2
FN10,90
FN10,5
FN10,52
FN10,57
FN10,90
FN10,91
FN10,5
FN10,100
FN10,88
FN10,2
FN10,91
FN10,2
FN10,100
FN10,57
FN10,88
FN10,90
FN10,100
FN10,57
FN10,5
FN10,53
FN10,91
FN10,53
FN10,53
FN10,2
FN10,2
FN10,91
FN10,88
FN10,52
FN10,52
FN10,91
FN10,53
FN10,70
FN10,57
FN10,70
FN10,53
FN10,88
FN10,91
FN10,52
FN10,2
FN10,2
FN10,2
FN10,88
FN10,5
FN10,5
FN10,57
FN10,90
FN10,100
FN10,5
FN10,70
FN10,57
FN10,57
FN10,2
FN10,91
FN10,88
FN10,88
FN10,2
FN10,91
FN10,70
FN10,52
FN10,57
FN10,5
FN10,70
FN10,53
FN10,88
FN10,52
FN10,91
FN10,88
FN10,90
FN10,53
FN10,5
FN10,53
FN10,52
FN10,2
FN10,53
FN10,91
FN10,57
FN10,2
FN10,88
FN10,100
FN10,2
FN10,91
FN10,91
FN10,52
FN10,52
FN10,52
FN10,5
FN10,91
FN10,100
FN10,53
FN10,52
FN10,53
FN10,2
FN10,5
FN10,88
FN10,100
FN10,52
FN10,90
FN10,70
FN10,91
FN10,91
FN10,88
FN10,70
FN10,53
FN10,52
FN10,57
FN10,100
FN10,52
FN10,52
FN10,90
FN10,57
FN10,57
FN10,90
FN10,88
FN10,88
FN10,88
FN10,2
FN10,88
FN10,100
FN10,57
FN10,2
FN10,100
FN10,90
FN10,57
FN10,57
FN10,70
FN10,2
FN10,5
FN10,88
FN10,88
FN10,2
FN10,52
FN10,91
FN10,52
FN10,88
FN10,57
FN10,70
FN10,57
FN10,5
FN10,5
FN10,53
FN10,91
FN10,70
FN10,88
FN10,53
FN10,100
FN10,70
FN10,5
FN10,70
FN10,100
FN10,2
FN10,53
FN10,90
FN10,52
FN10,90
FN10,91
FN10,88
FN10,57
FN10,5
FN10,52
FN10,70
FN10,2
FN10,2
FN10,88
FN10,100
FN10,91
FN10,52
FN10,52
FN10,90
FN10,52
FN10,88
FN10,5
FN10,88
FN10,57
FN10,52
FN10,90
FN10,5
FN10,88
FN10,90
FN10,53
FN10,91
FN10,88
FN10,53
FN10,100
FN10,91
FN10,90
FN10,5
FN10,53
FN10,88
FN10,53
FN10,90
FN10,53
FN10,88
FN10,53
FN10,90
FN10,53
FN10,88
FN10,100
FN10,2
FN10,57
FN10,88
FN10,57
FN10,91
FN10,91
FN10,57
FN10,88
FN10,5
FN10,100
FN10,52
FN10,57
FN10,100
FN10,2
FN10,57
FN10,53
FN10,90
FN10,52
FN10,2
FN10,2
FN10,88
FN10,88
FN10,90
FN10,88
FN10,91
FN10,91
FN10,90
FN10,91
FN10,57
FN10,57
FN10,2
FN10,57
FN10,5
FN10,53
FN10,52
FN10,53
FN10,100
FN10,52
FN10,2
FN10,91
FN10,91
FN10,5
FN10,91
FN10,52
FN10,57
FN10,57
FN10,52
FN10,100
FN10,100
FN10,52
FN10,100
FN10,53
FN10,5
FN10,53
FN10,91
FN10,70
FN10,88
FN10,52
FN10,57
FN10,5
FN10,100
FN10,2
FN10,53
FN10,100
FN10,70
FN10,53
FN10,2
FN10,5
FN10,88
FN10,91
FN10,53
FN10,70
FN10,90
FN10,53
FN10,70
FN10,100
FN10,57
FN10,91
FN10,53
FN10,90
FN10,53
FN10,2
FN10,70
FN10,70
FN10,57
FN10,57
FN10,88
FN10,5
FN10,70
FN10,57
FN10,70
FN10,70
FN10,100
FN10,91
FN10,53
FN10,91
FN10,57
FN10,52
FN10,88
FN10,88
FN10,53
FN10,52
FN10,5
FN10,52
FN10,90
FN10,53
FN10,100
