feature,val
FN14,0.37
FN14,0.3
FN14,0.37
FN14,0.32
FN14,0.3
FN14,0.45
FN14,0.37
FN14,0.33
FN14,0.04
FN14,0.34
FN14,0.37
FN14,0.37
FN14,0.45
FN14,0.3
FN14,0.34
FN14,0.32
FN14,0.37
FN14,0.34
FN14,0.32
FN14,0.47
FN14,0.47
FN14,0.3
FN14,0.33
FN14,0.04
FN14,0.45
FN14,0.37
FN14,0.3
FN14,0.45
FN14,0.32
FN14,0.37
FN14,0.37
FN14,0.04
FN14,0.32
FN14,0.34
FN14,0.3
FN14,0.32
FN14,0.34
FN14,0.37
FN14,0.34
FN14,0.32
FN14,0.32
FN14,0.32
FN14,0.04
FN14,0.32
FN14,0.33
FN14,0.45
FN14,0.34
FN14,0.47
FN14,0.37
FN14,0.33
FN14,0.3
FN14,0.45
FN14,0.33
FN14,0.04
FN14,0.45
FN14,0.37
FN14,0.04
FN14,0.3
FN14,0.47
FN14,0.37
FN14,0.34
FN14,0.34
FN14,0.33
FN14,0.04
FN14,0.32
FN14,0.3
FN14,0.3
FN14,0.47
FN14,0.45
FN14,0.37
FN14,0.34
FN14,0.37
FN14,0.45
FN14,0.3
FN14,0.37
FN14,0.32
FN14,0.32
FN14,0.37
FN14,0.37
FN14,0.3
FN14,0.34
FN14,0.32
FN14,0.3
FN14,0.3
FN14,0.33
FN14,0.3
FN14,0.37
FN14,0.45
FN14,0.32
FN14,0.34
FN14,0.37
FN14,0.37
FN14,0.37
FN14,0.3
FN14,0.33
FN14,0.47
FN14,0.32
FN14,0.34
FN14,0.33
FN14,0.37
