feature,val
FN22,161
FN22,324
FN22,20
FN22,101
FN22,125
FN22,509
FN22,324
FN22,324
FN22,408
FN22,125
FN22,161
FN22,125
FN22,562
FN22,562
FN22,562
FN22,408
FN22,125
FN22,562
FN22,101
FN22,562
FN22,324
FN22,125
FN22,324
FN22,324
FN22,20
FN22,184
FN22,322
FN22,562
FN22,322
FN22,125
FN22,322
FN22,20
FN22,161
FN22,408
FN22,125
FN22,322
FN22,322
FN22,161
FN22,101
FN22,20
FN22,322
FN22,101
FN22,184
FN22,562
FN22,101
FN22,322
FN22,20
FN22,125
FN22,562
FN22,322
FN22,20
FN22,184
FN22,125
FN22,184
FN22,324
FN22,20
FN22,101
FN22,184
FN22,408
FN22,324
FN22,101
FN22,562
FN22,20
FN22,562
FN22,324
FN22,322
FN22,324
FN22,324
FN22,324
FN22,161
FN22,324
FN22,184
FN22,408
FN22,408
FN22,322
FN22,509
FN22,184
FN22,184
FN22,161
FN22,408
FN22,161
FN22,509
FN22,125
FN22,20
FN22,101
FN22,509
FN22,408
FN22,101
FN22,161
FN22,161
FN22,161
FN22,20
FN22,322
FN22,562
FN22,322
FN22,20
FN22,562
FN22,509
FN22,184
FN22,324
FN22,101
FN22,161
FN22,101
FN22,562
FN22,562
FN22,125
FN22,101
FN22,161
FN22,161
FN22,184
FN22,101
FN22,324
FN22,101
FN22,509
FN22,184
FN22,20
FN22,562
FN22,101
FN22,125
FN22,509
FN22,324
FN22,408
FN22,161
FN22,20
FN22,125
FN22,101
FN22,408
FN22,322
FN22,509
FN22,184
FN22,324
FN22,322
FN22,125
FN22,161
FN22,161
FN22,509
FN22,101
FN22,324
FN22,184
FN22,184
FN22,324
FN22,184
FN22,101
FN22,184
FN22,101
FN22,101
FN22,184
FN22,125
FN22,161
FN22,101
FN22,408
FN22,125
FN22,324
FN22,125
FN22,20
FN22,161
FN22,562
FN22,125
FN22,184
FN22,101
FN22,161
FN22,20
FN22,509
FN22,184
FN22,125
FN22,101
FN22,184
FN22,322
FN22,408
FN22,20
FN22,125
FN22,509
FN22,324
FN22,101
FN22,125
FN22,408
FN22,324
FN22,562
FN22,408
FN22,324
FN22,408
FN22,324
FN22,101
FN22,322
FN22,324
FN22,20
FN22,324
FN22,125
FN22,125
FN22,125
FN22,20
FN22,184
FN22,20
FN22,324
FN22,562
FN22,161
FN22,20
FN22,322
FN22,509
FN22,125
FN22,161
FN22,408
FN22,324
FN22,562
FN22,562
FN22,562
FN22,184
FN22,509
FN22,20
FN22,509
FN22,322
FN22,322
FN22,408
FN22,408
FN22,408
FN22,101
FN22,562
FN22,322
FN22,161
FN22,101
FN22,322
FN22,562
FN22,509
FN22,322
FN22,125
FN22,20
FN22,125
FN22,322
FN22,322
FN22,125
FN22,161
FN22,562
FN22,184
FN22,408
FN22,184
FN22,101
FN22,322
FN22,20
FN22,324
FN22,101
FN22,322
FN22,161
FN22,562
FN22,324
FN22,101
FN22,20
FN22,20
FN22,408
FN22,125
FN22,408
FN22,20
FN22,101
FN22,101
FN22,408
FN22,125
FN22,161
FN22,562
FN22,324
FN22,322
FN22,322
FN22,101
FN22,184
FN22,322
FN22,408
FN22,408
FN22,562
FN22,161
FN22,509
FN22,324
FN22,184
