feature,val
FN4,56
FN4,26
FN4,25
FN4,78
FN4,29
FN4,25
FN4,49
FN4,56
FN4,55
FN4,77
FN4,56
FN4,49
FN4,49
FN4,26
FN4,78
FN4,24
FN4,77
FN4,49
FN4,24
FN4,99
FN4,55
FN4,55
FN4,49
FN4,55
FN4,25
FN4,99
FN4,99
FN4,99
FN4,78
FN4,26
FN4,29
FN4,55
FN4,26
FN4,24
FN4,99
FN4,77
FN4,78
FN4,56
FN4,55
FN4,77
FN4,29
FN4,26
FN4,99
FN4,49
FN4,78
FN4,49
FN4,26
FN4,78
FN4,56
FN4,55
FN4,49
FN4,24
FN4,55
FN4,25
FN4,77
FN4,24
FN4,99
FN4,99
FN4,78
FN4,49
FN4,29
FN4,25
FN4,24
FN4,25
FN4,49
FN4,29
FN4,25
FN4,26
FN4,78
FN4,26
FN4,29
FN4,78
FN4,55
FN4,56
FN4,29
FN4,29
FN4,29
FN4,56
FN4,78
FN4,77
FN4,24
FN4,77
FN4,55
FN4,55
FN4,99
FN4,24
FN4,29
FN4,77
FN4,49
FN4,29
FN4,24
FN4,49
FN4,24
FN4,24
FN4,25
FN4,29
FN4,55
FN4,99
FN4,29
FN4,49
FN4,77
FN4,24
FN4,29
FN4,29
FN4,77
FN4,25
FN4,99
FN4,26
FN4,24
FN4,25
FN4,29
FN4,26
FN4,78
FN4,77
FN4,26
FN4,29
FN4,25
FN4,99
FN4,24
FN4,26
FN4,55
FN4,77
FN4,56
FN4,56
FN4,78
FN4,29
FN4,49
FN4,29
FN4,55
FN4,56
FN4,24
FN4,29
FN4,55
FN4,78
FN4,78
FN4,49
FN4,55
FN4,29
FN4,77
FN4,77
FN4,26
FN4,99
FN4,24
FN4,56
FN4,78
FN4,25
FN4,49
FN4,26
FN4,29
FN4,77
FN4,24
FN4,99
FN4,99
FN4,99
FN4,29
FN4,49
FN4,77
FN4,56
FN4,55
FN4,77
FN4,29
FN4,24
FN4,26
FN4,56
FN4,77
FN4,99
FN4,78
FN4,99
FN4,56
FN4,99
FN4,24
FN4,24
FN4,77
FN4,56
FN4,77
FN4,77
FN4,24
FN4,78
FN4,26
FN4,99
FN4,49
FN4,24
FN4,49
FN4,99
FN4,99
FN4,26
FN4,78
FN4,24
FN4,49
FN4,55
FN4,56
FN4,25
FN4,55
FN4,99
FN4,99
FN4,49
FN4,24
FN4,29
FN4,56
FN4,49
FN4,56
FN4,77
FN4,77
FN4,25
FN4,49
FN4,49
FN4,77
FN4,77
FN4,25
FN4,77
FN4,29
FN4,99
FN4,99
FN4,49
FN4,29
FN4,55
FN4,25
FN4,77
FN4,49
FN4,78
FN4,56
FN4,55
FN4,99
FN4,99
FN4,25
FN4,99
FN4,56
FN4,55
FN4,24
FN4,78
FN4,78
FN4,29
FN4,49
FN4,24
FN4,24
FN4,99
FN4,25
FN4,25
FN4,78
FN4,77
FN4,78
FN4,56
FN4,56
FN4,24
FN4,77
FN4,29
FN4,26
FN4,78
FN4,26
FN4,56
FN4,55
FN4,99
FN4,99
FN4,26
FN4,49
FN4,49
FN4,55
FN4,99
FN4,56
FN4,49
FN4,26
FN4,78
FN4,25
FN4,24
FN4,24
FN4,29
FN4,78
FN4,56
FN4,24
FN4,25
FN4,29
FN4,99
FN4,26
FN4,99
FN4,25
FN4,25
FN4,24
FN4,56
FN4,56
FN4,56
FN4,49
FN4,77
FN4,49
FN4,56
FN4,26
FN4,49
FN4,24
FN4,25
FN4,25
FN4,99
FN4,77
FN4,49
FN4,25
FN4,25
FN4,25
FN4,25
FN4,25
FN4,55
FN4,99
FN4,99
FN4,77
FN4,49
FN4,56
FN4,25
FN4,56
FN4,56
FN4,49
FN4,56
FN4,77
FN4,25
FN4,55
FN4,77
FN4,78
FN4,26
FN4,26
FN4,55
FN4,78
FN4,77
FN4,26
FN4,29
FN4,29
FN4,24
FN4,26
FN4,26
FN4,99
FN4,55
FN4,29
FN4,99
FN4,99
FN4,49
FN4,56
FN4,55
FN4,25
FN4,78
FN4,26
FN4,78
FN4,56
FN4,49
FN4,55
FN4,49
FN4,99
FN4,26
FN4,49
FN4,29
FN4,55
FN4,99
FN4,55
FN4,49
FN4,24
FN4,24
FN4,78
FN4,56
FN4,77
FN4,24
FN4,26
FN4,29
FN4,26
FN4,99
FN4,55
FN4,99
FN4,25
FN4,29
FN4,77
FN4,99
FN4,49
FN4,55
FN4,24
FN4,24
FN4,56
FN4,56
FN4,29
FN4,99
FN4,26
FN4,29
FN4,55
FN4,49
FN4,24
FN4,78
FN4,78
FN4,99
FN4,24
FN4,29
FN4,24
FN4,29
FN4,24
FN4,55
FN4,55
FN4,29
FN4,99
FN4,26
FN4,29
FN4,49
FN4,49
FN4,25
FN4,26
FN4,55
FN4,24
FN4,56
FN4,99
FN4,24
FN4,78
FN4,77
FN4,49
FN4,77
FN4,78
FN4,78
FN4,49
FN4,26
FN4,56
FN4,29
FN4,29
FN4,25
FN4,49
FN4,25
FN4,77
FN4,99
FN4,78
FN4,49
FN4,56
FN4,24
FN4,77
FN4,56
FN4,55
FN4,78
FN4,49
FN4,24
FN4,26
FN4,26
FN4,99
FN4,78
FN4,49
FN4,78
FN4,25
FN4,55
FN4,99
FN4,55
FN4,77
FN4,24
FN4,26
FN4,26
FN4,26
FN4,49
FN4,77
FN4,25
FN4,55
FN4,77
FN4,24
FN4,24
FN4,99
FN4,25
FN4,29
FN4,24
FN4,25
FN4,49
FN4,26
FN4,25
FN4,99
FN4,78
FN4,49
FN4,26
FN4,77
FN4,55
FN4,29
FN4,55
FN4,29
FN4,49
FN4,29
FN4,29
FN4,99
FN4,49
FN4,26
FN4,26
FN4,99
FN4,25
FN4,25
FN4,56
FN4,78
FN4,26
FN4,78
FN4,49
FN4,29
FN4,56
FN4,99
FN4,55
FN4,49
FN4,77
FN4,55
FN4,55
FN4,55
FN4,26
FN4,49
FN4,77
FN4,77
FN4,99
FN4,77
FN4,78
FN4,25
FN4,26
FN4,77
FN4,56
FN4,49
FN4,56
FN4,26
FN4,49
FN4,56
FN4,25
FN4,56
FN4,25
FN4,29
FN4,49
FN4,24
FN4,25
FN4,26
FN4,56
FN4,25
FN4,55
FN4,25
FN4,77
FN4,78
FN4,26
FN4,56
FN4,26
FN4,29
FN4,24
FN4,56
FN4,49
FN4,78
FN4,99
FN4,24
FN4,25
FN4,26
FN4,78
FN4,25
FN4,24
FN4,26
FN4,56
FN4,24
FN4,78
FN4,49
FN4,55
FN4,56
FN4,77
FN4,29
FN4,56
FN4,55
FN4,26
FN4,29
FN4,29
FN4,78
FN4,99
FN4,56
FN4,99
FN4,26
FN4,26
FN4,55
FN4,26
FN4,99
FN4,99
FN4,55
FN4,24
FN4,24
FN4,55
FN4,55
FN4,99
FN4,56
FN4,55
FN4,99
FN4,49
FN4,24
FN4,24
FN4,29
FN4,99
FN4,25
FN4,29
FN4,25
FN4,49
FN4,55
FN4,77
FN4,25
FN4,49
FN4,25
FN4,29
FN4,78
FN4,49
FN4,49
FN4,29
FN4,56
FN4,77
FN4,55
FN4,24
FN4,24
FN4,49
FN4,56
FN4,99
FN4,24
FN4,49
FN4,78
FN4,24
FN4,56
FN4,25
FN4,99
FN4,99
FN4,55
FN4,55
FN4,56
FN4,78
