feature,val
FN13,6284
FN13,8416
FN13,159
FN13,7063
FN13,8887
FN13,8887
FN13,8887
FN13,3084
FN13,7063
FN13,1710
FN13,8887
FN13,6534
FN13,6284
FN13,4882
FN13,6284
FN13,6534
FN13,7063
FN13,7063
FN13,4882
FN13,8416
FN13,3084
FN13,8887
FN13,1710
FN13,6284
FN13,3084
FN13,8887
FN13,7063
FN13,6284
FN13,3084
FN13,8416
FN13,1710
FN13,6284
FN13,7063
FN13,7063
FN13,3084
FN13,159
FN13,7063
FN13,8416
FN13,6284
FN13,6284
FN13,8416
FN13,159
FN13,159
FN13,6534
FN13,3084
FN13,8416
FN13,1710
FN13,4882
FN13,4882
FN13,8887
FN13,6284
FN13,3084
FN13,4882
FN13,7063
FN13,8887
FN13,9050
FN13,6534
FN13,8416
