feature,val
FN3,7
FN3,9
FN3,7
FN3,9
FN3,7
FN3,10
FN3,18
FN3,18
FN3,9
FN3,2
FN3,2
FN3,20
FN3,20
FN3,8
FN3,2
FN3,7
FN3,9
FN3,10
FN3,3
FN3,7
FN3,8
FN3,11
FN3,3
FN3,20
FN3,7
FN3,2
FN3,10
FN3,11
FN3,18
FN3,9
FN3,3
FN3,3
FN3,9
FN3,9
FN3,3
FN3,18
FN3,8
FN3,9
FN3,9
FN3,11
FN3,20
FN3,10
FN3,2
FN3,7
FN3,3
FN3,18
FN3,20
FN3,9
FN3,10
FN3,20
FN3,3
FN3,2
FN3,7
FN3,11
FN3,10
FN3,3
FN3,18
FN3,9
FN3,7
FN3,3
FN3,7
FN3,9
FN3,7
FN3,9
FN3,7
FN3,18
FN3,2
FN3,11
FN3,8
FN3,9
FN3,8
FN3,9
FN3,3
FN3,10
FN3,3
FN3,10
FN3,8
FN3,10
FN3,8
FN3,3
FN3,3
FN3,18
FN3,18
FN3,3
FN3,10
FN3,9
FN3,11
FN3,20
FN3,7
FN3,20
FN3,9
FN3,9
FN3,3
FN3,3
FN3,18
FN3,7
FN3,7
FN3,2
FN3,7
FN3,7
FN3,2
FN3,20
FN3,11
FN3,20
FN3,20
FN3,20
FN3,11
FN3,9
FN3,11
FN3,3
FN3,10
FN3,3
FN3,18
FN3,18
FN3,2
FN3,7
FN3,7
FN3,10
FN3,9
FN3,20
FN3,8
FN3,10
FN3,7
FN3,11
FN3,11
FN3,9
FN3,9
FN3,3
FN3,7
FN3,3
FN3,8
FN3,7
FN3,20
FN3,8
FN3,7
FN3,18
FN3,2
FN3,7
FN3,10
FN3,7
FN3,7
FN3,18
FN3,11
FN3,9
FN3,7
FN3,11
FN3,18
FN3,20
FN3,18
FN3,9
FN3,8
FN3,8
FN3,7
FN3,20
FN3,11
FN3,8
FN3,3
FN3,18
FN3,7
FN3,8
FN3,11
FN3,8
FN3,8
FN3,7
FN3,7
FN3,8
FN3,2
FN3,2
FN3,8
FN3,18
FN3,8
FN3,8
FN3,7
FN3,7
FN3,18
FN3,8
FN3,7
FN3,3
FN3,20
FN3,20
FN3,18
FN3,8
FN3,20
FN3,2
FN3,7
FN3,7
FN3,10
FN3,18
FN3,18
FN3,7
FN3,18
FN3,2
FN3,8
FN3,3
FN3,7
FN3,3
FN3,7
FN3,11
FN3,10
FN3,8
FN3,11
FN3,20
FN3,10
FN3,7
FN3,7
FN3,2
FN3,2
FN3,7
FN3,7
FN3,3
FN3,18
FN3,7
FN3,9
FN3,2
FN3,20
FN3,7
FN3,7
FN3,10
FN3,11
FN3,11
FN3,18
FN3,8
FN3,11
FN3,9
FN3,18
FN3,18
FN3,7
FN3,3
FN3,18
FN3,3
FN3,3
FN3,7
FN3,10
FN3,8
FN3,11
FN3,7
FN3,3
FN3,3
FN3,20
FN3,8
FN3,8
FN3,2
FN3,2
FN3,18
FN3,20
FN3,9
FN3,3
FN3,20
FN3,3
FN3,8
FN3,9
FN3,8
FN3,11
FN3,3
FN3,7
FN3,9
FN3,8
FN3,3
FN3,10
FN3,10
FN3,8
FN3,7
FN3,2
FN3,3
FN3,9
FN3,7
FN3,20
FN3,2
FN3,7
FN3,7
FN3,20
FN3,8
FN3,2
FN3,7
FN3,8
FN3,9
FN3,3
FN3,18
FN3,3
FN3,9
FN3,18
FN3,11
FN3,7
FN3,8
FN3,20
FN3,18
FN3,11
FN3,9
FN3,11
FN3,7
FN3,9
FN3,11
FN3,18
FN3,7
FN3,7
FN3,18
FN3,8
FN3,18
FN3,7
FN3,9
FN3,9
FN3,9
FN3,7
FN3,8
FN3,8
FN3,3
FN3,9
FN3,9
FN3,8
FN3,8
FN3,11
FN3,20
FN3,9
FN3,3
FN3,9
FN3,9
FN3,7
FN3,18
FN3,10
FN3,18
FN3,8
FN3,9
FN3,10
FN3,9
FN3,18
FN3,10
FN3,8
FN3,3
FN3,7
FN3,7
FN3,9
FN3,9
FN3,8
FN3,10
FN3,7
FN3,20
FN3,3
FN3,2
FN3,2
FN3,20
FN3,3
FN3,10
FN3,8
FN3,8
FN3,10
FN3,20
FN3,3
FN3,2
FN3,9
FN3,18
FN3,18
FN3,9
FN3,18
FN3,9
FN3,3
FN3,18
FN3,9
FN3,3
FN3,9
FN3,3
FN3,8
FN3,11
FN3,2
FN3,7
FN3,7
FN3,3
FN3,10
FN3,7
FN3,9
FN3,18
FN3,10
FN3,10
FN3,8
FN3,18
FN3,9
FN3,10
FN3,7
FN3,7
FN3,3
FN3,9
FN3,3
FN3,8
FN3,9
FN3,8
FN3,10
FN3,18
FN3,2
FN3,8
FN3,18
FN3,20
FN3,18
FN3,20
FN3,11
FN3,18
FN3,8
FN3,8
FN3,11
FN3,11
FN3,9
FN3,20
FN3,3
FN3,3
FN3,2
FN3,7
FN3,2
FN3,3
FN3,10
FN3,7
FN3,3
FN3,7
FN3,7
FN3,11
FN3,20
FN3,11
FN3,9
FN3,18
FN3,10
FN3,18
FN3,2
FN3,2
FN3,3
FN3,9
FN3,20
FN3,8
FN3,9
FN3,20
FN3,9
