feature,val
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,true
FB4,true
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,false
FB4,true
FB4,false
FB4,false
FB4,false
FB4,false
FB4,true
FB4,true
FB4,true
FB4,false
FB4,false
FB4,true
FB4,false
FB4,false
