feature,val
FN20,45557
FN20,16806
FN20,49379
FN20,26656
FN20,36846
FN20,20024
FN20,45557
FN20,16806
FN20,27452
FN20,49379
FN20,9014
FN20,39584
FN20,26656
FN20,9014
FN20,16806
FN20,27452
FN20,36846
FN20,36846
FN20,20024
FN20,27452
FN20,32053
FN20,27452
FN20,16806
FN20,39584
FN20,9014
FN20,20024
FN20,26656
FN20,9014
FN20,49379
FN20,9014
FN20,36846
FN20,20024
FN20,45557
FN20,26656
FN20,20024
FN20,39584
FN20,20024
FN20,27452
FN20,32053
FN20,32053
FN20,49379
FN20,9014
FN20,16806
FN20,27452
FN20,49379
FN20,45557
FN20,20024
FN20,45557
FN20,20024
FN20,45557
FN20,32053
FN20,32053
FN20,39584
FN20,45557
FN20,45557
FN20,49379
FN20,27452
FN20,39584
FN20,16806
FN20,49379
