feat,val
FN23,30
FN23,24
FN23,25
FN23,53
FN23,5
FN23,5
FN23,23
FN23,53
FN23,5
FN23,16
FN23,16
FN23,17
FN23,23
FN23,17
FN23,53
FN23,23
FN23,16
FN23,5
FN23,17
FN23,25
FN23,24
FN23,50
FN23,24
FN23,17
FN23,30
FN23,5
FN23,18
FN23,18
FN23,25
FN23,5
FN23,30
FN23,18
FN23,17
FN23,18
FN23,23
FN23,23
FN23,23
FN23,50
FN23,25
FN23,16
FN23,24
FN23,24
FN23,24
FN23,23
FN23,24
FN23,50
FN23,5
FN23,50
FN23,5
FN23,50
FN23,5
FN23,50
FN23,30
FN23,17
FN23,30
FN23,23
FN23,24
FN23,53
FN23,16
FN23,16
FN23,16
FN23,5
FN23,30
FN23,16
FN23,25
FN23,24
FN23,53
FN23,53
FN23,25
FN23,53
FN23,17
FN23,53
FN23,23
FN23,18
FN23,30
FN23,53
FN23,24
FN23,5
FN23,23
FN23,18
FN23,53
FN23,50
FN23,23
FN23,24
FN23,53
FN23,23
FN23,53
FN23,50
FN23,16
FN23,53
FN23,5
FN23,53
FN23,5
FN23,25
FN23,53
FN23,24
FN23,30
FN23,50
FN23,23
FN23,23
FN23,17
FN23,17
FN23,25
FN23,16
FN23,53
FN23,30
FN23,16
FN23,24
FN23,25
FN23,23
FN23,17
FN23,17
FN23,50
FN23,5
FN23,18
FN23,25
FN23,16
FN23,16
FN23,5
FN23,23
FN23,17
FN23,25
FN23,50
FN23,24
FN23,18
FN23,16
FN23,25
FN23,24
FN23,24
FN23,18
FN23,18
FN23,30
FN23,30
FN23,25
FN23,23
FN23,16
FN23,5
FN23,23
FN23,16
FN23,25
FN23,5
FN23,30
FN23,50
FN23,25
FN23,16
FN23,23
FN23,30
FN23,50
FN23,17
FN23,23
FN23,18
FN23,18
FN23,18
FN23,23
FN23,17
FN23,17
FN23,30
FN23,18
FN23,16
FN23,50
FN23,24
FN23,50
FN23,25
FN23,30
FN23,50
FN23,17
FN23,17
FN23,24
FN23,23
FN23,17
FN23,50
FN23,30
FN23,50
FN23,24
FN23,16
FN23,5
FN23,18
FN23,50
FN23,53
FN23,30
FN23,23
FN23,5
FN23,17
FN23,24
FN23,24
FN23,5
FN23,23
FN23,30
FN23,24
FN23,50
FN23,24
FN23,25
FN23,53
FN23,30
FN23,24
FN23,30
FN23,16
FN23,16
FN23,25
FN23,18
FN23,24
FN23,23
FN23,16
FN23,16
FN23,30
FN23,5
FN23,50
FN23,18
FN23,17
FN23,53
FN23,17
FN23,17
FN23,53
FN23,50
FN23,53
FN23,30
FN23,23
FN23,53
FN23,18
FN23,23
FN23,53
FN23,5
FN23,16
FN23,18
FN23,5
FN23,30
FN23,18
FN23,24
FN23,23
FN23,18
FN23,53
FN23,18
FN23,17
FN23,24
FN23,50
FN23,23
FN23,23
FN23,53
FN23,5
FN23,17
FN23,17
FN23,25
FN23,17
FN23,24
FN23,50
FN23,50
FN23,5
FN23,25
FN23,30
FN23,5
FN23,50
FN23,53
FN23,53
FN23,53
FN23,24
FN23,25
FN23,25
FN23,5
FN23,53
FN23,18
FN23,24
FN23,16
FN23,24
FN23,24
FN23,18
FN23,23
FN23,17
FN23,17
FN23,53
FN23,5
FN23,25
FN23,17
FN23,16
FN23,30
FN23,25
FN23,30
FN23,50
FN23,17
FN23,25
FN23,18
FN23,30
FN23,50
FN23,16
FN23,16
FN23,53
FN23,18
FN23,17
FN23,24
FN23,16
FN23,25
FN23,18
FN23,24
FN23,53
FN23,25
FN23,23
FN23,53
FN23,17
FN23,30
FN23,24
FN23,17
FN23,17
FN23,5
FN23,17
FN23,17
FN23,16
FN23,5
FN23,53
FN23,17
FN23,53
FN23,30
FN23,50
FN23,50
FN23,16
FN23,17
FN23,53
FN23,16
FN23,23
FN23,5
FN23,50
FN23,18
FN23,17
FN23,53
FN23,53
FN23,30
FN23,18
FN23,5
FN23,25
FN23,5
FN23,50
FN23,17
FN23,50
FN23,5
FN23,16
FN23,23
FN23,16
FN23,30
FN23,30
FN23,30
FN23,53
FN23,53
FN23,50
FN23,30
FN23,53
FN23,53
FN23,53
FN23,17
FN23,24
FN23,16
FN23,53
FN23,53
FN23,30
FN23,16
FN23,5
FN23,24
FN23,30
FN23,17
FN23,18
FN23,16
FN23,16
FN23,50
FN23,18
FN23,50
FN23,24
FN23,30
FN23,23
FN23,30
FN23,53
FN23,23
FN23,23
FN23,24
FN23,25
FN23,50
FN23,30
FN23,17
FN23,30
FN23,24
FN23,53
FN23,17
FN23,50
FN23,30
FN23,16
FN23,50
FN23,23
FN23,17
FN23,30
FN23,16
FN23,16
FN23,18
FN23,18
FN23,16
FN23,18
FN23,5
FN23,17
FN23,23
FN23,24
FN23,25
FN23,16
FN23,23
FN23,5
FN23,23
FN23,25
FN23,16
FN23,25
FN23,50
FN23,18
FN23,24
FN23,17
FN23,16
FN23,24
FN23,23
FN23,53
FN23,17
FN23,30
FN23,23
FN23,53
FN23,30
FN23,50
FN23,17
FN23,24
FN23,25
FN23,30
FN23,16
FN23,30
FN23,50
FN23,24
FN23,30
FN23,16
FN23,23
FN23,16
FN23,53
FN23,25
FN23,24
FN23,24
FN23,16
