feat,val
FN17,11347
FN17,46296
FN17,46296
FN17,48481
FN17,39652
FN17,46296
FN17,11347
FN17,19690
FN17,8912
FN17,10910
FN17,11347
FN17,46296
FN17,11347
FN17,8912
FN17,8912
FN17,2686
FN17,46296
FN17,10910
FN17,46296
FN17,2686
FN17,46930
FN17,42129
FN17,19690
FN17,2686
FN17,19690
FN17,19690
FN17,19690
FN17,48481
FN17,48481
FN17,48481
FN17,2686
FN17,8912
FN17,10910
FN17,10910
FN17,48481
FN17,19690
FN17,46296
FN17,11347
FN17,42129
FN17,46296
FN17,11347
FN17,2686
FN17,46296
FN17,46296
FN17,46930
FN17,48481
FN17,46930
FN17,19690
FN17,48481
FN17,11347
FN17,46296
FN17,2686
FN17,2686
FN17,39652
FN17,46296
FN17,11347
FN17,8912
FN17,46296
FN17,42129
