feat,val
FN1,-82
FN1,-81
FN1,-86
FN1,-92
FN1,-97
FN1,-82
FN1,-83
FN1,-92
FN1,-92
FN1,-81
FN1,-81
FN1,-96
FN1,-96
FN1,-83
FN1,-86
FN1,-93
FN1,-81
FN1,-92
FN1,-81
FN1,-96
FN1,-93
FN1,-86
FN1,-83
FN1,-82
FN1,-92
FN1,-96
FN1,-81
FN1,-81
FN1,-96
FN1,-93
FN1,-86
FN1,-81
FN1,-90
FN1,-81
FN1,-93
FN1,-82
FN1,-86
FN1,-97
FN1,-81
FN1,-82
FN1,-90
FN1,-90
FN1,-83
FN1,-81
FN1,-86
FN1,-93
FN1,-96
FN1,-93
FN1,-96
FN1,-90
FN1,-81
FN1,-92
FN1,-93
FN1,-90
FN1,-92
FN1,-92
FN1,-90
FN1,-81
FN1,-90
FN1,-83
FN1,-81
FN1,-96
FN1,-93
FN1,-96
FN1,-93
FN1,-82
FN1,-83
FN1,-82
FN1,-86
FN1,-92
FN1,-97
FN1,-81
FN1,-96
FN1,-81
FN1,-92
FN1,-81
FN1,-97
FN1,-90
FN1,-93
FN1,-92
FN1,-92
FN1,-97
FN1,-81
FN1,-97
FN1,-97
FN1,-92
FN1,-83
FN1,-96
FN1,-90
FN1,-83
FN1,-86
FN1,-92
FN1,-86
FN1,-92
FN1,-81
FN1,-81
FN1,-93
FN1,-96
FN1,-82
FN1,-81
FN1,-96
FN1,-92
FN1,-93
FN1,-92
FN1,-81
FN1,-97
FN1,-97
FN1,-97
FN1,-83
FN1,-86
FN1,-92
FN1,-83
FN1,-81
FN1,-93
FN1,-81
FN1,-90
FN1,-81
FN1,-92
FN1,-90
FN1,-81
FN1,-90
FN1,-92
FN1,-81
FN1,-82
FN1,-97
FN1,-82
FN1,-90
FN1,-81
FN1,-92
FN1,-82
FN1,-83
FN1,-81
FN1,-93
FN1,-81
FN1,-83
FN1,-81
FN1,-93
FN1,-81
FN1,-81
FN1,-86
FN1,-90
FN1,-93
FN1,-92
FN1,-82
FN1,-93
FN1,-83
FN1,-90
FN1,-81
FN1,-90
FN1,-93
FN1,-90
FN1,-83
FN1,-86
FN1,-93
FN1,-93
FN1,-81
FN1,-97
FN1,-96
FN1,-93
FN1,-83
FN1,-97
FN1,-90
FN1,-83
FN1,-90
FN1,-81
FN1,-81
FN1,-86
FN1,-92
FN1,-92
FN1,-82
FN1,-96
FN1,-92
FN1,-92
FN1,-92
FN1,-86
FN1,-86
FN1,-83
FN1,-96
FN1,-92
FN1,-86
FN1,-86
FN1,-83
FN1,-96
FN1,-92
FN1,-92
FN1,-83
FN1,-81
FN1,-97
FN1,-96
FN1,-82
FN1,-82
FN1,-90
FN1,-81
FN1,-86
FN1,-92
FN1,-82
FN1,-86
FN1,-86
FN1,-97
FN1,-97
FN1,-86
FN1,-97
FN1,-92
FN1,-86
FN1,-81
FN1,-90
FN1,-96
FN1,-92
FN1,-86
FN1,-86
FN1,-82
FN1,-93
FN1,-93
FN1,-97
FN1,-97
FN1,-86
FN1,-90
FN1,-90
FN1,-93
FN1,-86
FN1,-83
FN1,-96
FN1,-83
FN1,-97
FN1,-96
FN1,-82
FN1,-92
FN1,-93
FN1,-92
FN1,-97
FN1,-82
FN1,-97
FN1,-82
FN1,-97
FN1,-93
FN1,-96
FN1,-93
FN1,-81
FN1,-96
FN1,-83
FN1,-96
FN1,-90
FN1,-90
FN1,-90
FN1,-92
FN1,-81
FN1,-97
FN1,-90
FN1,-96
FN1,-81
FN1,-81
FN1,-92
FN1,-93
FN1,-81
FN1,-81
FN1,-86
FN1,-93
FN1,-90
FN1,-86
FN1,-81
FN1,-82
FN1,-81
FN1,-81
FN1,-81
FN1,-92
FN1,-82
FN1,-83
FN1,-81
FN1,-92
FN1,-81
FN1,-81
FN1,-96
FN1,-83
FN1,-82
FN1,-81
FN1,-81
FN1,-86
FN1,-86
FN1,-86
FN1,-83
FN1,-81
FN1,-82
FN1,-93
